name,scientific,image
Glossy Ibis,Plegadis falcinellus,https://birda.twic.pics/species/6489bb0f-be5c-483c-8908-de89a525eaa4/reference_images/Glossy_Ibis-_Breeding-_New.jpg
Hadada Ibis,Bostrychia hagedash,https://birda.twic.pics/species/3e1aaf49-e40f-4aef-a22d-afc2bf84c2c9/reference_images/Hadada_Ibis_-_Adult.jpg
Southern Bald Ibis,Geronticus calvus,https://birda.twic.pics/species/0c2cca85-a301-41f1-96e6-856863d7c480/reference_images/Southern_Bald_Ibis.jpg
Broad-tailed Paradise Whydah,Vidua obtusa,N/A
Cuckoo-finch,Anomalospiza imberbis,N/A
Dusky Indigobird,Vidua funerea,N/A
Long-tailed Paradise Whydah,Vidua paradisaea,https://birda.twic.pics/species/90af5cf0-9c1a-4447-bef6-0a882a6aff1f/reference_images/Long-tailed_Paradise_Whydah-_Male-.jpg
Pin-tailed Whydah,Vidua macroura,https://birda.twic.pics/species/6a74e9b3-46b0-4bac-99a9-583532614185/reference_images/Pin-tailed_Whydah_-_Adult_Male.jpg
Purple Indigobird,Vidua purpurascens,N/A
Shaft-tailed Whydah,Vidua regia,https://birda.twic.pics/species/c48a0f3f-78aa-4ea3-bce2-24ac511a21a7/reference_images/Shaft-tailed_Whydah-_Male.jpg
Village Indigobird,Vidua chalybeata,https://birda.twic.pics/species/55809b25-cd30-4a16-97a6-49064f2dddd5/reference_images/Village_Indigobird-_Male.jpg
Zambezi Indigobird,Vidua codringtoni,N/A
African Jacana,Actophilornis africanus,https://birda.twic.pics/species/0fef9c21-f231-4c6a-9cec-b3930a0b6fdc/reference_images/African_Jacana.jpg
Lesser Jacana,Microparra capensis,https://birda.twic.pics/species/57e26fcc-9e45-411a-990b-242d51ac3538/reference_images/Lesser_Jacana.jpg
African Pygmy Kingfisher,Ispidina picta,https://birda.twic.pics/species/650e6e65-4749-4b4e-8c10-cb28599a0939/reference_images/African_Pygmy_Kingfisher.jpg
Brown-hooded Kingfisher,Halcyon albiventris,https://birda.twic.pics/species/0bd9e0fc-e74e-4646-8f12-996145d462dc/reference_images/Brown-hooded_Kingfisher_-_Adult.jpg
Giant Kingfisher,Megaceryle maxima,https://birda.twic.pics/species/b3278702-91e9-4c57-8a76-f242dcdc7100/reference_images/Giant_Kingfisher-_Male.jpg
Grey-headed Kingfisher,Halcyon leucocephala,https://birda.twic.pics/species/18c8409f-ff2e-486b-88b9-faa66ad14991/reference_images/Grey-headed_Kingfisher.jpg
Half-collared Kingfisher,Alcedo semitorquata,https://birda.twic.pics/species/622f2dfc-2f10-4e83-87cc-dc743b5cc5ed/reference_images/Half-collared_Kingfisher.jpg
Malachite Kingfisher,Corythornis cristatus,https://birda.twic.pics/species/04e3c651-4d1a-4cbd-9291-24d035a9297f/reference_images/Malachite_Kingfisher.jpg
Mangrove Kingfisher,Halcyon senegaloides,https://birda.twic.pics/species/59c68212-ca10-45b3-8a37-fc74ef0d55c1/reference_images/Mangrove_Kingfisher.jpg
Pied Kingfisher,Ceryle rudis,https://birda.twic.pics/species/6f0bab06-93ce-443b-b43c-623ce6aaf3c3/reference_images/Pied_Kingfisher-_Male.jpg
Striped Kingfisher,Halcyon chelicuti,https://birda.twic.pics/species/5997a78e-dc14-435c-8215-ddba3d89c80e/reference_images/Striped_Kingfisher.jpg
Woodland Kingfisher,Halcyon senegalensis,https://birda.twic.pics/species/175129b7-9b9c-4d0f-9eab-afc1966b20e3/reference_images/Woodland_Kingfisher.jpg
African Cuckoo-Hawk,Aviceda cuculoides,N/A
African Fish Eagle,Haliaeetus vocifer,https://birda.twic.pics/species/75c4c094-a867-4a1a-b05d-4fd1e5031f84/reference_images/African_Fish_Eagle.jpg
African Goshawk,Accipiter tachiro,N/A
African Harrier-Hawk,Polyboroides typus,https://birda.twic.pics/species/98a4befd-0b05-41df-821d-257159323c0c/reference_images/African_Harrier-hawk.jpg
African Hawk-Eagle,Aquila spilogaster,https://birda.twic.pics/species/8cac9893-a4c1-4f0e-984e-d3616b26c89f/reference_images/African_Hawk-eagle-_Flying.jpg
African Marsh Harrier,Circus ranivorus,N/A
Augur Buzzard,Buteo augur,https://birda.twic.pics/species/e80ed286-986f-430b-96d3-41740aa84433/reference_images/Augur_Buzzard_.jpg
Ayres's Hawk-Eagle,Hieraaetus ayresii,https://birda.twic.pics/species/8dcc5e45-fd04-4584-97b7-a8ce5eb11391/reference_images/Ayress_Hawk_Eagle-_Flying.jpg
Bateleur,Terathopius ecaudatus,https://birda.twic.pics/species/70867c41-3289-408f-a856-4a2c3f0edc78/reference_images/Bateleur-_Female.jpg
Bat Hawk,Macheiramphus alcinus,N/A
Bearded Vulture,Gypaetus barbatus,https://birda.twic.pics/species/7f445feb-787d-4f2b-9ab3-1d5c323ec37f/reference_images/Bearded_Vulture_-_Flying.jpg
Black-chested Snake Eagle,Circaetus pectoralis,https://birda.twic.pics/species/88ae6a01-8a09-4e55-919b-24079b9e8a47/reference_images/Black-chested_Snake_Eagle-_Flying.jpg
Black Harrier,Circus maurus,https://birda.twic.pics/species/2d0cb1b1-2598-48dc-8bca-fd6f92466f17/reference_images/Black_Harrier.jpg
Black Kite,Milvus migrans,https://birda.twic.pics/species/63b8e5a0-1846-4039-b483-f12948246c1d/reference_images/Black_Kite_-_Adult_-_Flying.jpg
Black Sparrowhawk,Accipiter melanoleucus,https://birda.twic.pics/species/a0b7d155-520d-4acb-8aa9-c256bc28ffab/reference_images/Black_Sparrowhawk.jpg
Black-winged Kite,Elanus caeruleus,https://birda.twic.pics/species/f4c732af-27cd-4c4f-9db5-20ad491d6c8f/reference_images/Black-winged_Kite_-_Adult.jpg
Booted Eagle,Hieraaetus pennatus,https://birda.twic.pics/species/3a6aa4ec-ab82-4107-9e0c-e2a82ef9f9e1/reference_images/Booted_Eagle-_Flying.jpg
Brown Snake Eagle,Circaetus cinereus,https://birda.twic.pics/species/c3297d4c-0079-49fa-b539-5a18295edd53/reference_images/Brown_Snake_Eagle.jpg
Buzzard,Buteo buteo,https://birda.twic.pics/species/a9278d34-3568-424f-9bba-0bd3f8fe3387/reference_images/Common_Buzzard_-_Adult_-_Flying.jpg
Cape Vulture,Gyps coprotheres,https://birda.twic.pics/species/2815c636-c56e-42d2-99b0-52ed30558db2/reference_images/Cape_Vulture.jpg
Crowned Eagle,Stephanoaetus coronatus,https://birda.twic.pics/species/605ebd40-8991-4fb1-8cbe-ad91d699808f/reference_images/Crowned_Eagle.jpg
Dark Chanting Goshawk,Melierax metabates,https://birda.twic.pics/species/42d7e90e-c54e-4e01-9f82-0f247b3ba6ce/reference_images/Dark_Chanting_Goshawk.jpg
Egyptian Vulture,Neophron percnopterus,https://birda.twic.pics/species/507c66cc-b15d-4348-9150-2d606ae05556/reference_images/Egyptian_Vulture-_Flying.jpg
Forest Buzzard,Buteo trizonatus,N/A
Gabar Goshawk,Micronisus gabar,https://birda.twic.pics/species/cbefec39-4f5f-4b53-a358-8b02799f13e5/reference_images/Gabar_Goshawk.jpg
Grasshopper Buzzard,Butastur rufipennis,https://birda.twic.pics/species/310c3eca-e52a-4f07-b9de-e3ae5ab50a1d/reference_images/Grasshopper_Buzzard.jpg
Honey-buzzard,Pernis apivorus,https://birda.twic.pics/species/e5e733fa-1146-4d6d-a8b2-6e05da7c3a74/reference_images/European_Honey_Buzzard-_Male-_Flyi.jpg
Hooded Vulture,Necrosyrtes monachus,https://birda.twic.pics/species/20f56e77-f228-43a4-b600-330ac8200bba/reference_images/Hooded_Vulture.jpg
Jackal Buzzard,Buteo rufofuscus,https://birda.twic.pics/species/caa84d9a-dfb3-40be-b254-ff3cd817d196/reference_images/Jackal_Buzzard-_Flying.jpg
Lappet-faced Vulture,Torgos tracheliotos,https://birda.twic.pics/species/1defd38b-ac7e-442f-893e-855b20d9ed8e/reference_images/Lappet-faced_Vulture.jpg
Lesser Spotted Eagle,Clanga pomarina,https://birda.twic.pics/species/d4569798-a95a-4d59-9048-4a5fcd43797e/reference_images/Lesser_Spotted_Eagle-_Flying_.jpg
Little Sparrowhawk,Accipiter minullus,https://birda.twic.pics/species/0248fecb-66a8-4485-84ae-8680f72374cc/reference_images/Little_Sparrowhawk.jpg
Lizard Buzzard,Kaupifalco monogrammicus,https://birda.twic.pics/species/23669c86-998e-425d-8231-6fce87a5653a/reference_images/Lizard_Buzzard.jpg
Long-crested Eagle,Lophaetus occipitalis,https://birda.twic.pics/species/b74c4f7c-1078-42ac-afc8-85556a1584a7/reference_images/Long-crested_Eagle-_Female.jpg
Long-legged Buzzard,Buteo rufinus,https://birda.twic.pics/species/3b5a0357-8f2b-405c-9461-716da3b52e33/reference_images/Long-legged_Buzzard-_New.jpg
Marsh Harrier,Circus aeruginosus,https://birda.twic.pics/species/3a5125d9-136f-471d-bff7-c390156f7239/reference_images/Western_Marsh_Harrier_-_Male.jpg
Martial Eagle,Polemaetus bellicosus,https://birda.twic.pics/species/81b68769-7d78-4531-afdc-4f0ba55a14d6/reference_images/Martial_Eagle.jpg
Montagu's Harrier,Circus pygargus,https://birda.twic.pics/species/e7fefbd3-9784-4e7d-a8f1-f8b6670eb5de/reference_images/Montagus_Harrier_-_Male.jpg
Ovambo Sparrowhawk,Accipiter ovampensis,N/A
Pale Chanting Goshawk,Melierax canorus,https://birda.twic.pics/species/dcb00878-ab65-43f1-97b2-616467d31b08/reference_images/Pale_Chanting_Goshawk.jpg
Pallid Harrier,Circus macrourus,https://birda.twic.pics/species/8968afc5-44f0-4f20-926b-fa3d6ea63961/reference_images/Pallid_Harrier_-_Male_-_Flying.jpg
Palm-nut Vulture,Gypohierax angolensis,https://birda.twic.pics/species/11a455ba-3662-4c16-a2d6-7fb121456310/reference_images/Palm-nut_Vulture.jpg
Red-necked Buzzard,Buteo auguralis,N/A
Rufous-breasted Sparrowhawk,Accipiter rufiventris,N/A
Rüppell's Vulture,Gyps rueppelli,https://birda.twic.pics/species/579106ae-8427-463c-84b0-47d4ca09885d/reference_images/Ruppells_Vulture.jpg
Shikra,Accipiter badius,https://birda.twic.pics/species/d67f5098-ac71-4ef0-ad8f-d02968e79615/reference_images/Shikra.jpg
Southern Banded Snake Eagle,Circaetus fasciolatus,https://birda.twic.pics/species/e2d9ff21-acf5-42fb-8d45-4a95df993076/reference_images/Southern-banded_Snake-eagle.jpg
Steppe Eagle,Aquila nipalensis,https://birda.twic.pics/species/50a0bc78-a7ba-4607-a5a7-53b15e1bb828/reference_images/Steppe_Eagle-_Flying.jpg
Tawny Eagle,Aquila rapax,https://birda.twic.pics/species/80d5354b-aad1-4967-84b4-fe7d253ba6c4/reference_images/Tawny_Eagle.jpg
Verreaux's Eagle,Aquila verreauxii,https://birda.twic.pics/species/0009df21-9e8d-4429-ad57-81878dfdbc1d/reference_images/Verreauxs_Eagle-_Flying.jpg
Wahlberg's Eagle,Hieraaetus wahlbergi,https://birda.twic.pics/species/65bd2eea-327d-467f-8509-b7ff9a1e5bcc/reference_images/Wahlbergs_Eagle.jpg
Western Banded Snake Eagle,Circaetus cinerascens,N/A
White-backed Vulture,Gyps africanus,https://birda.twic.pics/species/8e72a125-9719-4554-940c-cabc11f4125c/reference_images/White-backed_Vulture-_New.jpg
White-headed Vulture,Trigonoceps occipitalis,https://birda.twic.pics/species/42488600-beec-4664-9485-624e78239e24/reference_images/White-headed_Vulture-_Male.jpg
Yellow-billed Kite,Milvus aegyptius,https://birda.twic.pics/species/f397c953-cc8b-4a32-8652-ee05bf38a704/reference_images/Yellow-billed_Kite-_Flying.jpg
Agulhas Long-billed Lark,Certhilauda brevirostris,N/A
Barlow's Lark,Calendulauda barlowi,N/A
Benguela Long-billed Lark,Certhilauda benguelensis,N/A
Black-eared Sparrow-Lark,Eremopterix australis,N/A
Botha's Lark,Spizocorys fringillaris,N/A
Cape Clapper Lark,Mirafra apiata,https://birda.twic.pics/species/2d28705e-6fd3-4429-8ba6-c2d6ee36bbd8/reference_images/Cape_Clapper_Lark.jpg
Cape Long-billed Lark,Certhilauda curvirostris,N/A
Chestnut-backed Sparrow-Lark,Eremopterix leucotis,https://birda.twic.pics/species/2742b55b-9782-4c0d-8bb2-3cd196bdef36/reference_images/Chestnut-backed_Sparrow-lark-_Male.jpg
Dune Lark,Calendulauda erythrochlamys,N/A
Dusky Lark,Pinarocorys nigricans,https://birda.twic.pics/species/5041290f-6a97-4b3c-884f-6eeaefd92db5/reference_images/Dusky_Lark.jpg
Eastern Clapper Lark,Mirafra fasciolata,N/A
Eastern Long-billed Lark,Certhilauda semitorquata,N/A
Fawn-colored Lark,Calendulauda africanoides,https://birda.twic.pics/species/79716075-7b26-4582-be16-73bc2e6e8888/reference_images/Fawn-coloured_Lark.jpg
Flappet Lark,Mirafra rufocinnamomea,N/A
Gray's Lark,Ammomanopsis grayi,N/A
Grey-backed Sparrow-Lark,Eremopterix verticalis,https://birda.twic.pics/species/50a709e5-f2d7-4d25-a071-d09f9f2fdf07/reference_images/Grey-backed_Sparrow-lark-_Female.jpg
Karoo Lark,Calendulauda albescens,N/A
Karoo Long-billed Lark,Certhilauda subcoronata,https://birda.twic.pics/species/b0a491ad-7f97-4f2c-acaa-1de1e69e521d/reference_images/Karoo_Long-billed_Lark.jpg
Large-billed Lark,Galerida magnirostris,https://birda.twic.pics/species/14b201a6-5ca3-46aa-afe9-231ebcb6156f/reference_images/Large-billed_Lark.jpg
Melodious Lark,Mirafra cheniana,N/A
Monotonous Lark,Mirafra passerina,https://birda.twic.pics/species/6059375e-43eb-4b41-a425-056f7c6758de/reference_images/Monotonous_Lark.jpg
Pink-billed Lark,Spizocorys conirostris,https://birda.twic.pics/species/e8afc014-4ab5-428c-8d9d-0a2c5b86dcdc/reference_images/Pink-billed_Lark.jpg
Red-capped Lark,Calandrella cinerea,https://birda.twic.pics/species/618a7a05-d8ce-49b1-aff2-88411eefee55/reference_images/Red-capped_Lark.jpg
Red Lark,Calendulauda burra,N/A
Rudd's Lark,Heteromirafra ruddi,N/A
Rufous-naped Lark,Mirafra africana,https://birda.twic.pics/species/dd3619b4-de04-4b5a-ba31-ba016f4f4632/reference_images/Sabota_Lark.jpg
Sabota Lark,Calendulauda sabota,https://birda.twic.pics/species/dd3619b4-de04-4b5a-ba31-ba016f4f4632/reference_images/Sabota_Lark.jpg
Sclater's Lark,Spizocorys sclateri,N/A
Short-clawed Lark,Certhilauda chuana,N/A
Spike-heeled Lark,Chersomanes albofasciata,https://birda.twic.pics/species/c2a35eaa-54e0-40e5-a185-ebed082d18c0/reference_images/Starks_Lark.jpg
Stark's Lark,Spizocorys starki,https://birda.twic.pics/species/856b1845-66dc-434d-b285-2383e9d542d3/reference_images/Arrow-marked_Babbler.jpg
Arrow-marked Babbler,Turdoides jardineii,https://birda.twic.pics/species/856b1845-66dc-434d-b285-2383e9d542d3/reference_images/Arrow-marked_Babbler.jpg
Bare-cheeked Babbler,Turdoides gymnogenys,N/A
Black-faced Babbler,Turdoides melanops,https://birda.twic.pics/species/e171e938-0828-480a-a8e6-1666c362e47c/reference_images/Hartlaubs_Babbler.jpg
Hartlaub's Babbler,Turdoides hartlaubii,https://birda.twic.pics/species/2d0448a8-5a71-4b35-99dc-6f59a69fc95a/reference_images/Southern_Pied_Babbler.jpg
Southern Pied Babbler,Turdoides bicolor,https://birda.twic.pics/species/56cd3261-32f9-4a2a-a0f2-2c2d49c3f747/reference_images/Willow_Warbler.jpg
Willow Warbler,Phylloscopus trochilus,https://birda.twic.pics/species/56cd3261-32f9-4a2a-a0f2-2c2d49c3f747/reference_images/Willow_Warbler.jpg
Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,N/A
African Paradise Flycatcher,Terpsiphone viridis,https://birda.twic.pics/species/83326698-c898-4a01-bf47-d01cc8df2599/reference_images/African_Paradise_Flycatcher-_Male.jpg
Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,N/A
Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,N/A
Blue-mantled Crested Flycatcher,Trochocercus cyanomelas,N/A
Red-faced Mousebird,Urocolius indicus,https://birda.twic.pics/species/430d401c-5cca-43c1-a284-9fe3255df949/reference_images/Red-faced_Mousebird_-_Adult.jpg
Speckled Mousebird,Colius striatus,https://birda.twic.pics/species/f21ba4b8-03de-44c1-9183-cc2b0b042b53/reference_images/Speckled_Mousebird_-_Adult.jpg
White-backed Mousebird,Colius colius,https://birda.twic.pics/species/d5885f1d-1e88-4da3-a8ec-965d0f3d860c/reference_images/White-backed_Mousebird_-_Adult_2.jpg
Eastern Nicator,Nicator gularis,https://birda.twic.pics/species/c9245604-a98a-4ca7-831d-34949a221bc0/reference_images/Eastern_Nicator.jpg
Fiery-necked Nightjar,Caprimulgus pectoralis,https://birda.twic.pics/species/d2db3cc9-c699-4c58-a4fc-8db63dba9f03/reference_images/Fiery-necked_Nightjar.jpg
Freckled Nightjar,Caprimulgus tristigma,N/A
Nightjar,Caprimulgus europaeus,https://birda.twic.pics/species/25a5af7c-cf4f-417d-b1e9-2bc5c64425f7/reference_images/European_Nightjar.jpg
Pennant-winged Nightjar,Caprimulgus vexillarius,https://birda.twic.pics/species/7d7e92da-fe5a-41d1-9d1f-bad994b0f84e/reference_images/Pennant-winged_Nightjar-_Male.jpg
Rufous-cheeked Nightjar,Caprimulgus rufigena,N/A
Square-tailed Nightjar,Caprimulgus fossii,N/A
Swamp Nightjar,Caprimulgus natalensis,N/A
Band-rumped Storm Petrel,Hydrobates castro,https://birda.twic.pics/species/cf8f39c9-fa13-4351-ba8f-164506da3dc2/reference_images/Band-rumped_Storm_Petrel-_Flying.jpg
Leach's Petrel,Hydrobates leucorhous,https://birda.twic.pics/species/d3cd1207-294c-47f2-83c2-967da0f9645b/reference_images/Leachs_Storm_Petrel_-_Flying_2.jpg
Matsudaira's Storm Petrel,Hydrobates matsudairae,N/A
Storm Petrel,Hydrobates pelagicus,https://birda.twic.pics/species/e0ced6d7-9909-4a70-a869-0606db6c55f5/reference_images/European_Storm_Petrel.jpg
Swinhoe's Petrel,Hydrobates monorhis,N/A
Black-cheeked Lovebird,Agapornis nigrigenis,https://birda.twic.pics/species/10329cb9-5b05-4ea4-9d57-9356d4dbc96f/reference_images/Black-cheeked_Lovebird.jpg
Lilian's Lovebird,Agapornis lilianae,https://birda.twic.pics/species/4b121ecc-5ae7-419a-a1fa-67711472d099/reference_images/Lilians_Lovebird.jpg
Ring-necked Parakeet,Psittacula krameri,https://birda.twic.pics/species/69280bbb-0ed7-4175-a077-a2ddd0545454/reference_images/Rose-ringed_Parakeet-_Male.jpg
Rosy-faced Lovebird,Agapornis roseicollis,https://birda.twic.pics/species/84fe136f-9839-4578-994e-5b608117d117/reference_images/Rosy-faced_Lovebird.jpg
Cape Sparrow,Passer melanurus,https://birda.twic.pics/species/8da52fff-4fe4-4c73-8ca3-9c616922153b/reference_images/Cape_Sparrow_-_Adult_Male.jpg
Great Sparrow,Passer motitensis,N/A
House Sparrow,Passer domesticus,https://birda.twic.pics/species/8c17a676-19d3-4833-b0ec-a87df5cd68e4/reference_images/House_Sparrow_-_Male.jpg
Northern Grey-headed Sparrow,Passer griseus,N/A
Southern Grey-headed Sparrow,Passer diffusus,https://birda.twic.pics/species/2f51c6a7-29f6-4477-87df-4e3a3e0fe244/reference_images/Southern_Grey-headed_Sparrow_-_Adu.jpg
Yellow-throated Bush Sparrow,Gymnoris superciliaris,https://birda.twic.pics/species/7d8eb3a5-c549-4183-848e-e461f6b4ca15/reference_images/Yellow-throated_Bush_Sparrow.jpg
Osprey,Pandion haliaetus,https://birda.twic.pics/species/40589fc8-e073-401a-a527-cd7d13681e11/reference_images/Western_Osprey_-_Adult_-_Flying.jpg
Common Ostrich,Struthio camelus,https://birda.twic.pics/species/03e13528-857f-45b4-808b-c7295efd55a7/reference_images/Common_Ostrich-_Breeding-Male.jpg
African Barred Owlet,Glaucidium capense,https://birda.twic.pics/species/b307f049-63fa-4431-88e5-cae3fe4327c6/reference_images/African_Barred_Owlet.jpg
African Scops Owl,Otus senegalensis,https://birda.twic.pics/species/7e758045-5b0e-486a-8461-88a2cda2fcaf/reference_images/African_Scops_Owl.jpg
African Wood Owl,Strix woodfordii,https://birda.twic.pics/species/8f11a40f-1630-4eae-bced-5392863ee57d/reference_images/African_Wood_Owl-_New.jpg
Cape Eagle-Owl,Bubo capensis,https://birda.twic.pics/species/46313916-679d-444a-93bb-f1f5896366e0/reference_images/Cape_Eagle_Owl.jpg
Marsh Owl,Asio capensis,https://birda.twic.pics/species/9c479782-8d84-42e7-bb53-0d69aee1a90e/reference_images/Marsh_Owl.jpg
Pearl-spotted Owlet,Glaucidium perlatum,https://birda.twic.pics/species/d3f510d1-a57b-4491-9750-fca139ef2b09/reference_images/Pearl_Spotted_Owlet.jpg
Pel's Fishing Owl,Scotopelia peli,N/A
Southern White-faced Owl,Ptilopsis granti,https://birda.twic.pics/species/4fea4a62-4fef-431a-a8ef-1b71f3090567/reference_images/Southern_White-faced_Owl.jpg
Spotted Eagle-Owl,Bubo africanus,https://birda.twic.pics/species/dda9a455-0499-4427-b113-35fc1b3a2d8b/reference_images/Spotted_Eagle-owl.jpg
Verreaux's Eagle-Owl,Bubo lacteus,https://birda.twic.pics/species/989a2e4a-7dd6-49a5-98aa-56abc3171c22/reference_images/Verreauxs_Eagle-Owl.jpg
Red-billed Oxpecker,Buphagus erythrorynchus,https://birda.twic.pics/species/15499ac4-7fed-4a38-8686-adc3760e38ed/reference_images/Red-billed_Oxpecker.jpg
Yellow-billed Oxpecker,Buphagus africanus,https://birda.twic.pics/species/12007d0c-48d0-43e8-8a2c-e5d84605c304/reference_images/Yellow-billed_Oxpecker.jpg
African Oystercatcher,Haematopus moquini,https://birda.twic.pics/species/9ac86bc3-c89c-4d72-aee2-650720b2490c/reference_images/African_Oystercatcher.jpg
Oystercatcher,Haematopus ostralegus,https://birda.twic.pics/species/9b269c30-6e0d-4648-ba77-373016649e1e/reference_images/Eurasian_Oystercatcher.jpg
Greater Painted-snipe,Rostratula benghalensis,https://birda.twic.pics/species/0228d26e-f0cd-4d88-8930-327812d51baa/reference_images/Greater_Painted-snipe-_Male.jpg
Great White Pelican,Pelecanus onocrotalus,https://birda.twic.pics/species/93d177b3-deb7-4745-bc8d-dddc6c3c3937/reference_images/Great_White_Pelican_-_Swimming.jpg
Pink-backed Pelican,Pelecanus rufescens,https://birda.twic.pics/species/7c496af2-4750-43da-9401-5fbd56e8d3f0/reference_images/Pink-backed_Pelican_-_Breeding_Adu.jpg
Cape Penduline Tit,Anthoscopus minutus,https://birda.twic.pics/species/1fccd57a-956b-4297-a962-c4fc4febbb57/reference_images/Cape_Penduline_Tit.jpg
Grey Penduline Tit,Anthoscopus caroli,N/A
African Penguin,Spheniscus demersus,https://birda.twic.pics/species/2260f1f1-9dd9-43b0-bc46-a5721ab7171f/reference_images/Arican_Penguin.jpg
Gentoo Penguin,Pygoscelis papua,https://birda.twic.pics/species/04e507ec-cd89-477d-8063-701a8d31e5f1/reference_images/Gentoo_Penguin.jpg
King Penguin,Aptenodytes patagonicus,https://birda.twic.pics/species/a0eb1b9c-6391-4731-808f-d339f5d34e64/reference_images/King_Penguin.jpg
Little Penguin,Eudyptula minor,https://birda.twic.pics/species/cd93b8b6-bf70-4aba-b6ad-dcc8ca305b59/reference_images/Little_Penguin.jpg
Macaroni Penguin,Eudyptes chrysolophus,https://birda.twic.pics/species/96b10eec-6bb4-486b-b40b-8a79e9761f45/reference_images/Macaroni_Penguin.jpg
Magellanic Penguin,Spheniscus magellanicus,https://birda.twic.pics/species/535d9d9d-8394-42b9-b36e-3cb009b51ef8/reference_images/Magellanic_Penguin.jpg
Northern Rockhopper Penguin,Eudyptes moseleyi,https://birda.twic.pics/species/d6c6206d-bd39-4c5d-ac38-028403dff4e5/reference_images/Northern_Rockhopper_Penguin.jpg
Southern Rockhopper Penguin,Eudyptes chrysocome,https://birda.twic.pics/species/03860f43-bdd6-4490-bacb-a05868320c2d/reference_images/Southern_Rockhopper_Penguin.jpg
Antarctic Petrel,Thalassoica antarctica,https://birda.twic.pics/species/d67d11da-fc4a-44f5-8927-974c49eb558b/reference_images/Antarctic_Petrel-_Flying_2.jpg
Antarctic Prion,Pachyptila desolata,https://birda.twic.pics/species/060398d3-e8cb-4e0d-b271-9452d3f625d9/reference_images/Antarctic_Prion-_Flying.jpg
Atlantic Petrel,Pterodroma incerta,https://birda.twic.pics/species/b467f425-323e-488a-b2bb-ee86ea2cd6a2/reference_images/Atlantic_Petrel-_Flying.jpg
Balearic Shearwater,Puffinus mauretanicus,https://birda.twic.pics/species/29c64d4b-b8b9-4562-abed-4739cbfbdd7a/reference_images/Balearic_Shearwater.jpg
Barau's Petrel,Pterodroma baraui,N/A
Blue Petrel,Halobaena caerulea,N/A
Broad-billed Prion,Pachyptila vittata,N/A
Bulwer's Petrel,Bulweria bulwerii,https://birda.twic.pics/species/b4ec6e44-d227-4ada-8ad4-34bfea033a4c/reference_images/Bulwers_Petrel-_Flying.jpg
Cape Petrel,Daption capense,https://birda.twic.pics/species/f7b5f6f9-3744-4232-9e2e-7c763868d205/reference_images/Antarctic_Petrel-_Flying.jpg
Cory's Shearwater,Calonectris borealis,https://birda.twic.pics/species/5f09bb9d-9521-403b-801c-102efd8a0402/reference_images/Corys_Shearwater_-_Flying_2.jpg
Fairy Prion,Pachyptila turtur,https://birda.twic.pics/species/c64f2f06-09eb-45f2-ab8d-891920505d49/reference_images/Fairy_Prion-_Flying.jpg
Flesh-footed Shearwater,Ardenna carneipes,https://birda.twic.pics/species/38607027-b402-46ff-978b-451c3d149422/reference_images/Flesh-footed_Shearwater-_Flying.jpg
Great Shearwater,Ardenna gravis,https://birda.twic.pics/species/0b444eb3-ff6d-4a81-a5be-4286bed988c6/reference_images/Great_Shearwater_-_Flying_2.jpg
Great-winged Petrel,Pterodroma macroptera,https://birda.twic.pics/species/fbe1816c-d05b-44e0-b863-519508121c19/reference_images/Great-winged_Petrel-_Flying.jpg
Grey Petrel,Procellaria cinerea,https://birda.twic.pics/species/61e51573-7d72-4ad5-b246-80e4c9e6ac41/reference_images/Grey_Petrel-_Flying.jpg
Jouanin's Petrel,Bulweria fallax,https://birda.twic.pics/species/811e84bd-40ec-4fc2-85f2-0c67354c6823/reference_images/Jouanins_Petrel-_Flying.jpg
Kerguelen Petrel,Aphrodroma brevirostris,N/A
Little Shearwater,Puffinus assimilis,N/A
Manx Shearwater,Puffinus puffinus,https://birda.twic.pics/species/746cc52b-cbf3-4fc2-b368-a3aa6b0a65f8/reference_images/Manx_Shearwater.jpg
Northern Giant Petrel,Macronectes halli,https://birda.twic.pics/species/1019b29e-d1f2-4550-8381-220640b7de33/reference_images/Northern_Giant_Petrel-_Flying.jpg
Salvin's Prion,Pachyptila salvini,N/A
Scopoli's Shearwater,Calonectris diomedea,https://birda.twic.pics/species/e22e9030-a390-45cb-8316-01c44b700a5a/reference_images/Scopolis_Shearwater_-_Flying.jpg
Slender-billed Prion,Pachyptila belcheri,N/A
Soft-plumaged Petrel,Pterodroma mollis,https://birda.twic.pics/species/ef0c2271-14f7-4a80-a0d7-43f1d77f20f2/reference_images/Soft-plumaged_Petrel-_Flying.jpg
Sooty Shearwater,Ardenna grisea,https://birda.twic.pics/species/36c6f178-694a-428f-b04a-75863acef68c/reference_images/Sooty_Shearwater_-_Flying.jpg
Southern Fulmar,Fulmarus glacialoides,https://birda.twic.pics/species/7524227c-ceaa-465b-bce0-c17159ad2e04/reference_images/Southern_Fulmar-_Flying.jpg
Southern Giant Petrel,Macronectes giganteus,https://birda.twic.pics/species/657be089-a285-442c-8ba8-3658135f3f98/reference_images/Southern_Giant_Petrel-_Flying.jpg
