name,scientific,image
Amethyst Sunbird,Chalcomitra amethystina,https://birda.twic.pics/species/34d875c9-6cab-4b4d-a627-1347eb78db1f/reference_images/Amethyst_Sunbird-_Male.jpg
Bronzy Sunbird,Nectarinia kilimensis,N/A
Collared Sunbird,Hedydipna collaris,https://birda.twic.pics/species/af6223f9-487c-48bd-bc93-a50267890129/reference_images/Collared_Sunbird-_Male.jpg
Copper Sunbird,Cinnyris cupreus,N/A
Dusky Sunbird,Cinnyris fuscus,https://birda.twic.pics/species/999eafd7-07dd-4812-91d3-37551aee1e2d/reference_images/Dusky_Sunbird-_Male.jpg
Eastern Miombo Sunbird,Cinnyris manoensis,N/A
Greater Double-collared Sunbird,Cinnyris afer,https://birda.twic.pics/species/2f090471-3330-41df-ae6d-61122d685191/reference_images/Greater_Double-collared_Sunbird-_M.jpg
Grey Sunbird,Cyanomitra veroxii,https://birda.twic.pics/species/e2635037-c4bd-47bf-8eb5-df553240755b/reference_images/Grey_Sunbird.jpg
Malachite Sunbird,Nectarinia famosa,https://birda.twic.pics/species/c74caa0c-ae6c-45bb-aeaa-6033e138a782/reference_images/Malachite_Sunbird-_Male.jpg
Marico Sunbird,Cinnyris mariquensis,https://birda.twic.pics/species/b306ee9b-4682-4a73-999b-5e2c20770580/reference_images/Marico_Sunbird-_Male.jpg
Neergaard's Sunbird,Cinnyris neergaardi,N/A
Olive Sunbird,Cyanomitra olivacea,https://birda.twic.pics/species/bbca1ae5-c623-40e0-b362-acb36795c0d8/reference_images/Olive_Sunbird.jpg
Orange-breasted Sunbird,Anthobaphes violacea,https://birda.twic.pics/species/258af5d5-ff4f-4d7a-b7f4-0a2874625b16/reference_images/Orange-breasted_Sunbird-_Male.jpg
Plain-backed Sunbird,Anthreptes reichenowi,N/A
Purple-banded Sunbird,Cinnyris bifasciatus,https://birda.twic.pics/species/06f3b541-9762-48f6-8c8c-e19fb04c9694/reference_images/Purple-banded_Sunbird-_Male.jpg
Scarlet-chested Sunbird,Chalcomitra senegalensis,https://birda.twic.pics/species/aac2f5dc-19bb-4441-9de8-85c4b7c392a8/reference_images/Scarlet-chested_Sunbird-_Male_.jpg
Shelley's Sunbird,Cinnyris shelleyi,N/A
Southern Double-collared Sunbird,Cinnyris chalybeus,https://birda.twic.pics/species/394f30ad-2672-4b91-bd98-80ed09313879/reference_images/Southern_Double-collared_Sunbird-_.jpg
Variable Sunbird,Cinnyris venustus,https://birda.twic.pics/species/32df2916-ab4e-4ba6-acd3-5d12a8b6d092/reference_images/Variable_Sunbird-_Male.jpg
Western Violet-backed Sunbird,Anthreptes longuemarei,N/A
White-bellied Sunbird,Cinnyris talatala,https://birda.twic.pics/species/e48bbf9f-1b9e-445a-b68f-7dd36095a59d/reference_images/White-bellied_Sunbird_-_Adult_Male.jpg
Angolan Swallow,Hirundo angolensis,N/A
Banded Martin,Neophedina cincta,https://birda.twic.pics/species/5b3cd399-2daf-4ccc-a5e0-ab12f0e5433e/reference_images/Banded_Martin.jpg
Black Saw-wing,Psalidoprocne pristoptera,N/A
Blue Swallow,Hirundo atrocaerulea,N/A
Brown-throated Martin,Riparia paludicola,https://birda.twic.pics/species/71e021f7-df0e-48ae-8d65-87f154345828/reference_images/Brown-throated_Martin.jpg
Greater Striped Swallow,Cecropis cucullata,https://birda.twic.pics/species/8efaacc4-a6a2-4e3c-93dc-8501f7efd6f5/reference_images/Greater_Striped_Swallow_-_Adult.jpg
Grey-rumped Swallow,Pseudhirundo griseopyga,N/A
House Martin,Delichon urbicum,https://birda.twic.pics/species/e199ddd9-5c6f-429d-b699-13cd6254393f/reference_images/Common_House_Martin_-_Flying.jpg
Lesser Striped Swallow,Cecropis abyssinica,https://birda.twic.pics/species/db069cd5-dbbc-4146-aa42-1d96dbb024d3/reference_images/Lesser_Striped_Swallow.jpg
Mascarene Martin,Phedina borbonica,https://birda.twic.pics/species/bdbd6a46-fd07-4f5c-aa2d-3142ea444c58/reference_images/Mascarene_Martin.jpg
Mosque Swallow,Cecropis senegalensis,N/A
Pearl-breasted Swallow,Hirundo dimidiata,https://birda.twic.pics/species/87771fe2-69f5-4ca3-bb4d-7f2e9823ac53/reference_images/Pearl-breasted_Swallow.jpg
Red-breasted Swallow,Cecropis semirufa,https://birda.twic.pics/species/fa37d524-67e2-4f42-9580-9839d13c777c/reference_images/Red-breasted_Swallow.jpg
Red-rumped Swallow,Cecropis daurica,https://birda.twic.pics/species/c0d3b81e-40ef-4f05-9e2a-4e1a82a2f52c/reference_images/Red-rumped_Swallow.jpg
Rock Martin,Ptyonoprogne fuligula,https://birda.twic.pics/species/3f2cb8c9-ea52-4847-8aa5-172d4bfb7a3a/reference_images/Rock_Martin.jpg
Rock Martin,Ptyonoprogne fuligula,https://birda.twic.pics/species/3f2cb8c9-ea52-4847-8aa5-172d4bfb7a3a/reference_images/Rock_Martin.jpg
Sand Martin,Riparia riparia,https://birda.twic.pics/species/1b246593-13f8-4aa2-950d-3787c5a7892c/reference_images/Sand_Martin.jpg
South African Cliff Swallow,Petrochelidon spilodera,N/A
Swallow,Hirundo rustica,https://birda.twic.pics/species/e6b6677c-9e92-4631-a459-e7f997060184/reference_images/Barn_Swallow_-_Flying.jpg
White-headed Saw-wing,Psalidoprocne albiceps,N/A
White-throated Swallow,Hirundo albigularis,https://birda.twic.pics/species/baf1b8c5-0e69-47d0-9ff2-357bb52434a9/reference_images/White-throated_Swallow_-_Adult.jpg
Wire-tailed Swallow,Hirundo smithii,https://birda.twic.pics/species/5c72d13d-e134-41cd-a523-f4eff05c81cf/reference_images/Wire-tailed_Swallow.jpg
African Black Swift,Apus barbatus,N/A
African Palm Swift,Cypsiurus parvus,https://birda.twic.pics/species/a03157df-73d7-4231-a7e1-5801a020362a/reference_images/African_Palm_Swift_-_Adult.jpg
Alpine Swift,Tachymarptis melba,https://birda.twic.pics/species/34b1be56-59f4-4e10-be3b-0390fc7e2731/reference_images/Alpine_Swift.jpg
Böhm's Spinetail,Neafrapus boehmi,N/A
Bradfield's Swift,Apus bradfieldi,N/A
Forbes-Watson's Swift,Apus berliozi,N/A
Horus Swift,Apus horus,N/A
Little Swift,Apus affinis,https://birda.twic.pics/species/bdec2307-6c6a-4cdd-b23a-278b3ae2e7b7/reference_images/Little_Swift_-_Adult.jpg
Mottled Spinetail,Telacanthura ussheri,https://birda.twic.pics/species/812c2c32-8c4d-4855-8538-a97c2e586026/reference_images/Mottled_Spinetail-_Flying_.jpg
Mottled Swift,Tachymarptis aequatorialis,N/A
Pallid Swift,Apus pallidus,https://birda.twic.pics/species/5b071414-a4d8-4721-bed1-25b57b45e89e/reference_images/Pallid_Swift.jpg
Scarce Swift,Schoutedenapus myoptilus,N/A
Swift,Apus apus,https://birda.twic.pics/species/3a4fc433-734a-445c-9214-800d401216c8/reference_images/Common_Swift.jpg
White-rumped Swift,Apus caffer,https://birda.twic.pics/species/a6395cd8-e5e3-438e-b990-93af4ec16c35/reference_images/White-rumped_Swift_-_Adult.jpg
Blackcap,Sylvia atricapilla,https://birda.twic.pics/species/95920657-ca60-4acc-8c38-a53cb35ae9f7/reference_images/Eurasian_Blackcap_-_Male.jpg
Bush Blackcap,Sylvia nigricapillus,N/A
Chestnut-vented Warbler,Curruca subcoerulea,https://birda.twic.pics/species/e7c9ff8d-dea5-4b82-91ee-c179f868cb3a/reference_images/Chestnut-vented_Warbler.jpg
Garden Warbler,Sylvia borin,https://birda.twic.pics/species/ec39787a-81b8-4b80-aabd-c7576f160d79/reference_images/Garden_Warbler.jpg
Layard's Warbler,Curruca layardi,https://birda.twic.pics/species/b97c39da-bdc4-4b9b-86e1-5715634e2cbf/reference_images/Layards_Warbler.jpg
Whitethroat,Curruca communis,https://birda.twic.pics/species/bcc81043-9410-4bcf-91b6-de789120ebbb/reference_images/Common_Whitethroat.jpg
Boulder Chat,Pinarornis plumosus,N/A
Groundscraper Thrush,Turdus litsitsirupa,https://birda.twic.pics/species/58075406-7c26-4e63-8014-34b9e9871d89/reference_images/Groundscraper_Thrush.jpg
Karoo Thrush,Turdus smithi,https://birda.twic.pics/species/f49b020c-8b24-4057-b69e-b6ce781ac513/reference_images/Karoo_Thrush_-_Adult.jpg
Kurrichane Thrush,Turdus libonyana,https://birda.twic.pics/species/4bbf342e-e657-49f5-bab5-f581584449a6/reference_images/Kurrichane_Thrush.jpg
Olive Thrush,Turdus olivaceus,https://birda.twic.pics/species/ebb58195-2fc5-4c8d-b656-40b9d8d1a8b6/reference_images/Olive_Thrush-_New.jpg
Orange Ground Thrush,Geokichla gurneyi,N/A
Spotted Ground Thrush,Geokichla guttata,N/A
Ashy Tit,Melaniparus cinerascens,https://birda.twic.pics/species/76add0d7-7f55-4993-8b27-009f1c9f02eb/reference_images/Ashy_Tit.jpg
Carp's Tit,Melaniparus carpi,N/A
Cinnamon-breasted Tit,Melaniparus pallidiventris,N/A
Grey Tit,Melaniparus afer,https://birda.twic.pics/species/fbb96259-2f96-4a76-81fe-dc10528ca52d/reference_images/Grey_Tit.jpg
Miombo Tit,Melaniparus griseiventris,N/A
Rufous-bellied Tit,Melaniparus rufiventris,https://birda.twic.pics/species/a3bb9e0e-13ee-490d-9f41-2ee95f0209be/reference_images/Rufous-bellied_Tit.jpg
Rufous-bellied Tit,Melaniparus rufiventris,https://birda.twic.pics/species/a3bb9e0e-13ee-490d-9f41-2ee95f0209be/reference_images/Rufous-bellied_Tit.jpg
Southern Black Tit,Melaniparus niger,https://birda.twic.pics/species/2afe8d98-f853-4bb1-b15a-dd7e5bf2edf4/reference_images/Southern_Black-tit.jpg
African Spotted Creeper,Salpornis salvadori,N/A
Narina Trogon,Apaloderma narina,https://birda.twic.pics/species/801873f5-956e-483b-bd36-34172b2dd28a/reference_images/Narina_Trogon.jpg
Red-billed Tropicbird,Phaethon aethereus,https://birda.twic.pics/species/25b74bc3-dbe4-473f-b1a8-3dac66c295e0/reference_images/Red-billed_Tropicbird-_Flying.jpg
Red-tailed Tropicbird,Phaethon rubricauda,https://birda.twic.pics/species/209f6691-ca2f-48dd-9806-475cc1a1196d/reference_images/Red-tailed_Tropicbird.jpg
White-tailed Tropicbird,Phaethon lepturus,https://birda.twic.pics/species/84febc98-cf86-4940-a900-957c37b9b403/reference_images/White-tailed_Tropicbird-_Flying.jpg
Grey Go-away-bird,Crinifer concolor,https://birda.twic.pics/species/fab8e659-bbd3-4619-a77d-d2296b0d48af/reference_images/Grey_Go-away-bird_-_Adult.jpg
Knysna Turaco,Tauraco corythaix,https://birda.twic.pics/species/5243d443-8898-4507-a036-953a8da2f39e/reference_images/Knysna_Turaco.jpg
Livingstone's Turaco,Tauraco livingstonii,https://birda.twic.pics/species/3445dc44-fe6b-4db4-8e0a-2c4572426d64/reference_images/Livingstones_Turaco.jpg
Purple-crested Turaco,Gallirex porphyreolophus,https://birda.twic.pics/species/d869ffbb-0af3-4d4a-845f-0b52d1eb7f74/reference_images/Purple-crested_Turaco.jpg
Ross's Turaco,Tauraco rossae,https://birda.twic.pics/species/08fda607-7bbe-413c-aacf-a7d6b9faabf3/reference_images/Rosss_Turaco-_New.jpg
Schalow's Turaco,Tauraco schalowi,N/A
Black-and-white Shrike-flycatcher,Bias musicus,N/A
Chestnut-fronted Helmetshrike,Prionops scopifrons,N/A
Retz's Helmetshrike,Prionops retzii,https://birda.twic.pics/species/c94c6d88-6af0-4319-8261-400b8436b6d8/reference_images/Retzs_Helmetshrike.jpg
White-crested Helmetshrike,Prionops plumatus,https://birda.twic.pics/species/8400b50b-dcfa-457b-9dac-67847d0f7efc/reference_images/White-crested_Helmetshrike.jpg
African Pied Wagtail,Motacilla aguimp,https://birda.twic.pics/species/6b1c615c-d604-484a-bf82-7da1b8d24a61/reference_images/African_Pied_Wagtail.jpg
African Pipit,Anthus cinnamomeus,https://birda.twic.pics/species/43d10f29-e145-4ad6-b029-652aaf8ab8f6/reference_images/African_Pipit_-_Adult.jpg
African Rock Pipit,Anthus crenatus,https://birda.twic.pics/species/b4da93f0-11fd-4780-872f-1799a2efb024/reference_images/African_Rock_Pipit.jpg
Buffy Pipit,Anthus vaalensis,https://birda.twic.pics/species/5f31246a-8295-4800-9b41-382bc89bd1e4/reference_images/Buffy_Pipit.jpg
Bushveld Pipit,Anthus caffer,N/A
Cape Longclaw,Macronyx capensis,https://birda.twic.pics/species/d803e2bd-364b-4402-97b8-513b309dc735/reference_images/Cape_Longclaw.jpg
Cape Wagtail,Motacilla capensis,https://birda.twic.pics/species/5152f5ff-ac51-47e2-addc-c897c3389a23/reference_images/Cape_Wagtail_-_Adult.jpg
Citrine Wagtail,Motacilla citreola,https://birda.twic.pics/species/231989ec-68d7-4fa0-b033-ef0f805745cb/reference_images/Citrine_Wagtail_-_Male.jpg
Golden Pipit,Tmetothylacus tenellus,N/A
Grey Wagtail,Motacilla cinerea,https://birda.twic.pics/species/bfd2a7a7-00c8-4b94-be80-4f5fec9e483e/reference_images/Grey_Wagtail_-_Male.jpg
Mountain Pipit,Anthus hoeschi,N/A
Mountain Wagtail,Motacilla clara,https://birda.twic.pics/species/642395f5-4e29-40bd-9cb0-df3ab69daa38/reference_images/Mountain_Wagtail.jpg
Nicholson's Pipit,Anthus nicholsoni,https://birda.twic.pics/species/8c7ea098-9520-45ba-bca7-543abdc154d7/reference_images/Nicholsons_Pipit.jpg
Pied Wagtail,Motacilla alba,https://birda.twic.pics/species/9f4a0470-4d42-4223-9055-eba676805f46/reference_images/Pied_Wagtail.jpg
Plain-backed Pipit,Anthus leucophrys,N/A
Red-throated Pipit,Anthus cervinus,https://birda.twic.pics/species/798ee1f2-19d8-4392-87de-eed57eb9a630/reference_images/Red-throated_Pipit.jpg
Rosy-throated Longclaw,Macronyx ameliae,N/A
Short-tailed Pipit,Anthus brachyurus,N/A
Striped Pipit,Anthus lineiventris,N/A
Tree Pipit,Anthus trivialis,https://birda.twic.pics/species/8cc5cf1e-cf61-4bd4-93fd-2be9fab7696e/reference_images/Tree_Pipit.jpg
Wood Pipit,Anthus nyassae,N/A
Yellow-breasted Pipit,Anthus chloris,N/A
Yellow-throated Longclaw,Macronyx croceus,https://birda.twic.pics/species/00983a2a-cb24-4be2-a210-02f7fc58f7b8/reference_images/Yellow-throated_Longclaw.jpg
Yellow Wagtail,Motacilla flava,https://birda.twic.pics/species/53532076-35d2-4ace-a137-922c40b2d651/reference_images/Western_Yellow_Wagtail_-_flavissim.jpg
Black-throated Wattle-eye,Platysteira peltata,N/A
Cape Batis,Batis capensis,https://birda.twic.pics/species/c655e9bb-528f-4222-ac5e-bb083e826455/reference_images/Cape_Batis-_Male.jpg
Chinspot Batis,Batis molitor,https://birda.twic.pics/species/fa009358-4506-4560-9c20-b4542f1775a8/reference_images/Chinspot_Batis-_Male.jpg
Pale Batis,Batis soror,N/A
Pririt Batis,Batis pririt,https://birda.twic.pics/species/f39a2e08-c0a0-4756-9436-0bca137e99fe/reference_images/Pririt_Batis-_Female.jpg
White-tailed Shrike,Lanioturdus torquatus,https://birda.twic.pics/species/89345595-1957-45e1-bbb5-810ab62f9c07/reference_images/White-tailed_Shrike.jpg
Woodward's Batis,Batis fratrum,N/A
African Firefinch,Lagonosticta rubricata,N/A
Angolan Waxbill,Coccopygia bocagei,N/A
Black-faced Waxbill,Brunhilda erythronotos,https://birda.twic.pics/species/14576eaa-50fd-40f8-bebb-a68424646bcd/reference_images/Black-faced_Waxbill.jpg
Blue Waxbill,Uraeginthus angolensis,https://birda.twic.pics/species/586824b1-764a-4d38-ac21-043cad8977b4/reference_images/Blue_Waxbill.jpg
Bronze Mannikin,Spermestes cucullata,https://birda.twic.pics/species/49671b6f-cddd-4c3c-93bf-951d0b7163e7/reference_images/Bronze_Mannikin_-_Adult.jpg
Brown Firefinch,Lagonosticta nitidula,N/A
Cinderella Waxbill,Glaucestrilda thomensis,N/A
Common Waxbill,Estrilda astrild,https://birda.twic.pics/species/699b417f-055b-44ac-a8dc-6e9423df3646/reference_images/Common_Waxbill_-_Adult.jpg
Cut-throat Finch,Amadina fasciata,https://birda.twic.pics/species/fed6bf2b-6c0a-4f93-97a3-0d596512f973/reference_images/Cut-throat_Finch-_Male.jpg
Green Twinspot,Mandingoa nitidula,N/A
Green-winged Pytilia,Pytilia melba,https://birda.twic.pics/species/3caccbad-86a4-47f2-8bfe-37136db67d86/reference_images/Green-winged_Pytilia-_Male.jpg
Grey Waxbill,Glaucestrilda perreini,https://birda.twic.pics/species/1ade53dd-60c6-4587-ac1f-251aa8a57010/reference_images/Grey_Waxbill.jpg
Jameson's Firefinch,Lagonosticta rhodopareia,https://birda.twic.pics/species/3ffb07cf-f2a9-47c3-9ad1-2a462725bdc2/reference_images/Jamesons_Firefinch-_Male.jpg
Lesser Seedcracker,Pyrenestes minor,N/A
Locust Finch,Paludipasser locustella,N/A
Magpie Mannikin,Spermestes fringilloides,N/A
Orange-breasted Waxbill,Amandava subflava,https://birda.twic.pics/species/9f4584af-bb67-4cbe-8c3c-6bb58f53db0a/reference_images/Orange-breasted_Waxbill-_Male.jpg
Orange-winged Pytilia,Pytilia afra,N/A
Pink-throated Twinspot,Hypargos margaritatus,https://birda.twic.pics/species/df8b9c45-3289-4c6d-bb13-eb55a5ad884d/reference_images/Pink-throated_Twinspot-_Male.jpg
Quailfinch,Ortygospiza atricollis,https://birda.twic.pics/species/0a476792-0175-4372-b804-de4c4adc0ae8/reference_images/Quailfinch-_Male.jpg
Red-backed Mannikin,Spermestes nigriceps,N/A
Red-billed Firefinch,Lagonosticta senegala,https://birda.twic.pics/species/3b25193d-a22b-4857-b3f8-206de74338c7/reference_images/Red-billed_Firefinch-_Male.jpg
Red-faced Crimsonwing,Cryptospiza reichenovii,N/A
Red-headed Finch,Amadina erythrocephala,https://birda.twic.pics/species/24d6572c-74cb-4366-a0c0-894ada630c52/reference_images/Red-headed_Finch-_Male.jpg
Red-throated Twinspot,Hypargos niveoguttatus,N/A
Swee Waxbill,Coccopygia melanotis,https://birda.twic.pics/species/344f16ce-4191-4294-8fe9-b0ce7271be03/reference_images/Swee_Waxbill-_Male.jpg
Violet-eared Waxbill,Granatina granatina,https://birda.twic.pics/species/8d41a344-5c8b-4d7b-986d-2a4b97242a77/reference_images/Violet-eared_Waxbill-_Male.jpg
Yellow-bellied Waxbill,Coccopygia quartinia,N/A
Black-winged Red Bishop,Euplectes hordeaceus,https://birda.twic.pics/species/02ed1631-702c-4ea9-a558-4e6317d82486/reference_images/Black-winged_Bishop-_Breeding-_Mal.jpg
Cape Weaver,Ploceus capensis,https://birda.twic.pics/species/ee9c5e72-497e-489f-9117-6526da1dde39/reference_images/Cape_Weaver-_Male.jpg
Cardinal Quelea,Quelea cardinalis,N/A
Chestnut Weaver,Ploceus rubiginosus,N/A
Dark-backed Weaver,Ploceus bicolor,N/A
Eastern Golden Weaver,Ploceus subaureus,https://birda.twic.pics/species/d742a467-ff1d-4e12-b074-be4e03506e57/reference_images/Eastern_Golden_Weaver-_Male_.jpg
Fan-tailed Widowbird,Euplectes axillaris,https://birda.twic.pics/species/4c9e8934-9ac6-4bde-810f-3adb8025f592/reference_images/Fan-tailed_Widowbird-_Male.jpg
Holub's Golden Weaver,Ploceus xanthops,https://birda.twic.pics/species/e02ad697-9672-4bbc-9800-fa4c3712b1dc/reference_images/Holubs_Golden_Warbler-_Male.jpg
Lesser Masked Weaver,Ploceus intermedius,https://birda.twic.pics/species/e51b715d-0fac-4691-9798-9eb6e3e1f46e/reference_images/Lesser_Masked_Weaver-_Male.jpg
Long-tailed Widowbird,Euplectes progne,https://birda.twic.pics/species/55306401-2b5e-4648-b6b9-820c1ed8b2df/reference_images/Long-tailed_Widowbird-_Male-_Breed.jpg
Olive-headed Weaver,Ploceus olivaceiceps,N/A
Red-billed Buffalo Weaver,Bubalornis niger,https://birda.twic.pics/species/77e14346-986c-4b81-a167-64ac7277fb5f/reference_images/Red-billed_Buffalo_Weaver-_Male.jpg
Red-billed Quelea,Quelea quelea,https://birda.twic.pics/species/fa7cd4ed-19e5-4f51-85e7-698525037736/reference_images/Red-billed_Quelea_-_Adult_Male_-_R.jpg
Red-collared Widowbird,Euplectes ardens,https://birda.twic.pics/species/9a0bc0cc-9f3c-4d91-a458-61c46ccb7d1e/reference_images/Red-collared_Widowbird-_Male.jpg
Red-headed Quelea,Quelea erythrops,N/A
Red-headed Weaver,Anaplectes rubriceps,https://birda.twic.pics/species/28b4bf42-ab45-47d0-8afb-a8b9730d6907/reference_images/Red-headed_Weaver-_Male.jpg
Scaly-feathered Weaver,Sporopipes squamifrons,https://birda.twic.pics/species/ad7b2ddf-711b-4999-9c34-a0f8a2e2ef71/reference_images/Scaley-feathered_Weaver.jpg
Sociable Weaver,Philetairus socius,https://birda.twic.pics/species/b7fe783c-394f-433b-9bd5-4cb1758277ff/reference_images/Sociable_Weaver.jpg
Southern Brown-throated Weaver,Ploceus xanthopterus,N/A
Southern Masked Weaver,Ploceus velatus,https://birda.twic.pics/species/e167a5bd-42d4-427a-9487-cd2a3346d302/reference_images/Southern_Masked_Weaver_-_Adult_Mal.jpg
Southern Red Bishop,Euplectes orix,https://birda.twic.pics/species/b90b93a4-daf0-4896-87ab-5192a6b43df6/reference_images/Southern_Red_Bishop_-_Adult_Male.jpg
Spectacled Weaver,Ploceus ocularis,https://birda.twic.pics/species/2c857498-b2dc-4c9c-903f-19a134aebbb8/reference_images/Spectacled_Weaver_-_Adult.jpg
Thick-billed Weaver,Amblyospiza albifrons,https://birda.twic.pics/species/4f315460-fb50-4a2c-bbaf-ecb79e4b5e60/reference_images/Thick-billed_Weaver_-_Adult.jpg
Village Weaver,Ploceus cucullatus,https://birda.twic.pics/species/f9f4be51-95b2-4471-9dc8-e109ab79837b/reference_images/Village_Weaver-_Male-_New.jpg
White-browed Sparrow-Weaver,Plocepasser mahali,https://birda.twic.pics/species/b49c9d18-b042-4b00-91a5-4aee6cbc66d7/reference_images/White-browed_Sparrow-weaver-_Femal.jpg
White-winged Widowbird,Euplectes albonotatus,https://birda.twic.pics/species/bb20bc3c-855a-4e31-8917-661da2dd1bc4/reference_images/White-winged_Widowbird-_Male.jpg
Yellow Bishop,Euplectes capensis,https://birda.twic.pics/species/b47d78e6-d4cb-483c-a9fc-99393667bdcb/reference_images/Yellow_Bishop-_Male.jpg
Yellow-crowned Bishop,Euplectes afer,https://birda.twic.pics/species/bf955195-6a5d-471c-a316-92b51d8c2d9f/reference_images/Yellow-crowned_Bishop-_Male.jpg
Yellow-mantled Widowbird,Euplectes macroura,N/A
Cape White-eye,Zosterops virens,https://birda.twic.pics/species/48d1fcb6-6f3c-47b5-97d4-5043f5cb0756/reference_images/Cape_White-eye.jpg
Northern Yellow White-eye,Zosterops senegalensis,N/A
Orange River White-eye,Zosterops pallidus,https://birda.twic.pics/species/440ca57e-98ec-4f27-9d00-0225655ddc8a/reference_images/Orange_River_White-eye.jpg
Southern Yellow White-eye,Zosterops anderssoni,https://birda.twic.pics/species/82abc7b9-e582-42e2-ba6c-f005d20fa7e0/reference_images/Southern_Yellow_White-eye_.jpg
Common Scimitarbill,Rhinopomastus cyanomelas,https://birda.twic.pics/species/2940b9d8-647b-4819-b4d4-b5c990f15d2a/reference_images/Common_Scimitarbill.jpg
Green Wood Hoopoe,Phoeniculus purpureus,https://birda.twic.pics/species/34b6bdb7-8b38-4459-b3b1-88c63e16b8e5/reference_images/Green_Wood_Hoopoe.jpg
Violet Wood Hoopoe,Phoeniculus damarensis,N/A
Bearded Woodpecker,Chloropicus namaquus,https://birda.twic.pics/species/4701d8a7-8ce1-4a97-8805-9f2b21d4ea41/reference_images/Bearded_Woodpecker-_Male.jpg
Bennett's Woodpecker,Campethera bennettii,https://birda.twic.pics/species/67813663-ae39-4200-ae3f-d3e9b6969cca/reference_images/Bennetts_Woodpecker-_Male.jpg
Cardinal Woodpecker,Dendropicos fuscescens,https://birda.twic.pics/species/a6c6d27a-d3a8-4543-a784-c943fe3127c4/reference_images/Cardinal_Woodpecker-_Male.jpg
Golden-tailed Woodpecker,Campethera abingoni,https://birda.twic.pics/species/6536f91e-acc1-426b-bdde-919bb84cf424/reference_images/Golden-tailed_Woodpecker-_Female.jpg
Ground Woodpecker,Geocolaptes olivaceus,https://birda.twic.pics/species/468217ff-7e8a-4a1f-8f0c-825b96555c26/reference_images/Ground_Woodpecker.jpg
Knysna Woodpecker,Campethera notata,N/A
Little Spotted Woodpecker,Campethera cailliautii,N/A
Olive Woodpecker,Dendropicos griseocephalus,https://birda.twic.pics/species/fe103628-67ff-49e4-94f1-da4fbdf2c829/reference_images/Olive_Woodpecker-_Male.jpg
Red-throated Wryneck,Jynx ruficollis,https://birda.twic.pics/species/8f928302-b1e6-4205-9a66-5ef43a22b64e/reference_images/Red-throated_Wryneck.jpg
Speckle-throated Woodpecker,Campethera scriptoricauda,N/A
Livingstone's Flycatcher,Erythrocercus livingstonei,N/A
