common_name,scientific_name,image_src
Dark-backed Weaver,Ploceus bicolor,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8548/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Red-headed Weaver,Anaplectes rubriceps,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017981/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-billed Firefinch,Lagonosticta senegala,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8630/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Jameson's Firefinch,Lagonosticta rhodopareia,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017989/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Firefinch,Lagonosticta rubricata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31328/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Orange-winged Pytilia,Pytilia afra,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8609/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Green-winged Pytilia,Pytilia melba,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8610/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pink-throated Twinspot,Hypargos margaritatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8625/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-throated Twinspot,Hypargos niveoguttatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8624/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Violet-eared Waxbill,Granatina granatina,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8643/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Blue-breasted Cordon-bleu,Uraeginthus angolensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8639/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-tailed Waxbill,Glaucestrilda perreini,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8645/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Waxbill,Estrilda astrild,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8656/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-faced Waxbill,Brunhilda erythronotos,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8661/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Green Twinspot,Mandingoa nitidula,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8612/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Swee Waxbill,Coccopygia melanotis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018001/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-headed Finch,Amadina erythrocephala,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8737/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cut-throat Finch,Amadina fasciata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8736/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Quailfinch,Ortygospiza atricollis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32608/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Zebra Waxbill,Amandava subflava,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8665/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bronze Mannikin,Spermestes cucullata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8700/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Magpie Mannikin,Spermestes fringilloides,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8703/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pin-tailed Whydah,Vidua macroura,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8748/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Long-tailed Paradise-whydah,Vidua paradisaea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8752/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Shaft-tailed Whydah,Vidua regia,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8747/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Dusky Indigobird,Vidua funerea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32653/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Village Indigobird,Vidua chalybeata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8738/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Purple Indigobird,Vidua purpurascens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8743/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cuckoo-finch,Anomalospiza imberbis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8596/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Great Sparrow,Passer motitensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32618/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Sparrow,Passer melanurus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8378/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Grey-headed Sparrow,Passer diffusus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8383/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-throated Bush-sparrow,Gymnoris superciliaris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8391/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Short-tailed Pipit,Anthus brachyurus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8443/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bush Pipit,Anthus caffer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8444/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Tree Pipit,Anthus trivialis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8446/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mountain Pipit,Anthus hoeschi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8428/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-tufted Pipit,Anthus crenatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8425/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Striped Pipit,Anthus lineiventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8424/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Richard's Pipit,Anthus richardi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018054/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Plain-backed Pipit,Anthus leucophrys,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8432/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Pipit,Anthus cinnamomeus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018058/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Buffy Pipit,Anthus vaalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8433/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Long-billed Pipit,Anthus similis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018057/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Longclaw,Macronyx capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8417/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-throated Longclaw,Macronyx croceus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8415/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Rosy-throated Longclaw,Macronyx ameliae,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8419/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-breasted Pipit,Hemimacronyx chloris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8423/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mountain Wagtail,Motacilla clara,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8413/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Wagtail,Motacilla capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8408/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Western Yellow Wagtail,Motacilla flava,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1018059/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Pied Wagtail,Motacilla aguimp,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8407/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Forest Canary,Crithagra scotops,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8771/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-throated Canary,Crithagra atrogularis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31317/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lemon-breasted Canary,Crithagra citrinipectus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8779/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-fronted Canary,Crithagra mozambica,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8780/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow Canary,Crithagra flaviventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8784/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brimstone Canary,Crithagra sulphurata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8785/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-throated Canary,Crithagra albogularis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8786/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Streaky-headed Seedeater,Crithagra gularis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017727/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-eared Seedeater,Crithagra mennelli,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8790/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Protea Canary,Crithagra leucoptera,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8799/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Siskin,Crithagra totta,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8800/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Drakensberg Siskin,Crithagra symonsi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8801/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-headed Canary,Serinus alario,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8803/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Canary,Serinus canicollis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32679/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Golden-breasted Bunting,Emberiza flaviventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8956/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Bunting,Emberiza capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8947/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lark-like Bunting,Emberiza impetuani,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/8944/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cinnamon-breasted Bunting,Emberiza tahapisi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017756/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
