common_name,scientific_name,image_src
Little Tern,Sternula albifrons,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3276/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Damara Tern,Sternula balaenarum,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3282/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Caspian Tern,Hydroprogne caspia,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3258/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Whiskered Tern,Chlidonias hybrida,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3290/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-winged Tern,Chlidonias leucopterus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3291/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black Tern,Chlidonias niger,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3292/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Roseate Tern,Sterna dougallii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3266/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Tern,Sterna hirundo,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3270/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Arctic Tern,Sterna paradisaea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3271/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Antarctic Tern,Sterna vittata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3272/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Kerguelen Tern,Sterna virgata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3273/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Crested Tern,Thalasseus bengalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3262/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Sandwich Tern,Thalasseus sandvicensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3265/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Greater Crested Tern,Thalasseus bergii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3263/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Arctic Jaeger,Stercorarius parasiticus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3201/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pomarine Jaeger,Stercorarius pomarinus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3200/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
South Polar Skua,Catharacta maccormicki,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3199/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brown Skua,Catharacta antarctica,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017097/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Grass-owl,Tyto capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2157/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Barn-owl,Tyto alba,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2155/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pearl-spotted Owlet,Glaucidium perlatum,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2263/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Barred Owlet,Glaucidium capense,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2280/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Scops-owl,Otus senegalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1143750/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern White-faced Owl,Ptilopsis granti,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017026/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Marsh Owl,Asio capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2323/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Wood-owl,Strix woodfordii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2254/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Eagle-owl,Bubo capensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2218/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Spotted Eagle-owl,Bubo africanus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1143680/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Verreaux's Eagle-owl,Bubo lacteus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2225/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pel's Fishing-owl,Scotopelia peli,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/2233/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Secretarybird,Sagittarius serpentarius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3562/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Osprey,Pandion haliaetus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3324/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-winged Kite,Elanus caeruleus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3342/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
European Honey-buzzard,Pernis apivorus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3334/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Cuckoo-hawk,Aviceda cuculoides,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3325/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Harrier-hawk,Polyboroides typus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3412/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Palm-nut Vulture,Gypohierax angolensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3369/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bearded Vulture,Gypaetus barbatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3370/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Egyptian Vulture,Neophron percnopterus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3371/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bateleur,Terathopius ecaudatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3389/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-chested Snake-eagle,Circaetus pectoralis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32259/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brown Snake-eagle,Circaetus cinereus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3386/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Banded Snake-eagle,Circaetus fasciolatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3387/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-headed Vulture,Trigonoceps occipitalis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3382/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Hooded Vulture,Necrosyrtes monachus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3372/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-backed Vulture,Gyps africanus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3373/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cape Vulture,Gyps coprotheres,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3379/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lappet-faced Vulture,Torgos tracheliotos,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3381/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bat Hawk,Macheiramphus alcinus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3340/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Crowned Eagle,Stephanoaetus coronatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3560/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Martial Eagle,Polemaetus bellicosus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3547/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Long-crested Eagle,Lophaetus occipitalis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3549/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Spotted Eagle,Clanga pomarina,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3530/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Tawny Eagle,Aquila rapax,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3532/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Steppe Eagle,Aquila nipalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3533/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Verreaux's Eagle,Aquila verreauxii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3539/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Hawk-eagle,Aquila spilogaster,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3542/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Wahlberg's Eagle,Hieraaetus wahlbergi,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3540/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Booted Eagle,Hieraaetus pennatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3543/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Ayres's Hawk-eagle,Hieraaetus ayresii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3545/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lizard Buzzard,Kaupifalco monogrammicus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3414/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Dark Chanting-goshawk,Melierax metabates,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3415/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pale Chanting-goshawk,Melierax canorus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3417/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Gabar Goshawk,Micronisus gabar,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3418/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Western Marsh-harrier,Circus aeruginosus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3399/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Marsh-harrier,Circus ranivorus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3400/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black Harrier,Circus maurus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3406/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pallid Harrier,Circus macrourus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3409/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Montagu's Harrier,Circus pygargus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3411/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Goshawk,Accipiter tachiro,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1016797/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Shikra,Accipiter badius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3425/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Little Sparrowhawk,Accipiter minullus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3445/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Ovambo Sparrowhawk,Accipiter ovampensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3454/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Rufous-breasted Sparrowhawk,Accipiter rufiventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3456/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black Sparrowhawk,Accipiter melanoleucus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3464/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Fish-eagle,Haliaeetus vocifer,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3361/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black Kite,Milvus migrans,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1101861/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-billed Kite,Milvus aegyptius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32412/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Augur Buzzard,Buteo augur,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31532/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Jackal Buzzard,Buteo rufofuscus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3524/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Eurasian Buzzard,Buteo buteo,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017018/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Forest Buzzard,Buteo trizonatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/32498/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Speckled Mousebird,Colius striatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1186/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-backed Mousebird,Colius colius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1189/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-faced Mousebird,Urocolius indicus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1191/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Narina Trogon,Apaloderma narina,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/994/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Ground-hornbill,Bucorvus leadbeateri,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/983/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Grey Hornbill,Lophoceros nasutus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/941/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Crowned Hornbill,Lophoceros alboterminatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/937/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Yellow-billed Hornbill,Tockus leucomelas,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/934/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-billed Hornbill,Tockus erythrorhynchus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1016547/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Silvery-cheeked Hornbill,Bycanistes brevis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/976/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Trumpeter Hornbill,Bycanistes bucinator,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/974/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Hoopoe,Upupa epops,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/984/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Green Woodhoopoe,Phoeniculus purpureus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/986/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Common Scimitarbill,Rhinopomastus cyanomelas,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/992/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-fronted Bee-eater,Merops bullockoides,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1166/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Southern Carmine Bee-eater,Merops nubicoides,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1185/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Blue-cheeked Bee-eater,Merops persicus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1177/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
European Bee-eater,Merops apiaster,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1181/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Swallow-tailed Bee-eater,Merops hirundineus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1170/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Little Bee-eater,Merops pusillus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1167/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Purple Roller,Coracias naevius,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1037/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Racquet-tailed Roller,Coracias spatulatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1036/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lilac-breasted Roller,Coracias caudatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1035/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
European Roller,Coracias garrulus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1033/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Broad-billed Roller,Eurystomus glaucurus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1041/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Pygmy-kingfisher,Ispidina picta,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1088/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Malachite Kingfisher,Corythornis cristatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1017009/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Half-collared Kingfisher,Alcedo semitorquata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1067/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Giant Kingfisher,Megaceryle maxima,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1151/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Pied Kingfisher,Ceryle rudis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1155/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Grey-headed Kingfisher,Halcyon leucocephala,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1105/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brown-hooded Kingfisher,Halcyon albiventris,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1109/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Striped Kingfisher,Halcyon chelicuti,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1110/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Woodland Kingfisher,Halcyon senegalensis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1106/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Mangrove Kingfisher,Halcyon senegaloides,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1107/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Crested Barbet,Trachyphonus vaillantii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/818/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Green Barbet,Cryptolybia olivacea,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/788/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
White-eared Barbet,Stactolaema leucotis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/1016562/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-rumped Tinkerbird,Pogoniulus bilineatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31527/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Red-fronted Tinkerbird,Pogoniulus pusillus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/797/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Yellow-fronted Tinkerbird,Pogoniulus chrysoconus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/796/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Acacia Pied Barbet,Tricholaema leucomelas,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/802/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Black-collared Barbet,Lybius torquatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/811/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Brown-backed Honeybird,Prodotiscus regulus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/537/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Honeyguide,Indicator minor,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/525/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Scaly-throated Honeyguide,Indicator variegatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/522/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Greater Honeyguide,Indicator indicator,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/523/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Rufous-necked Wryneck,Jynx ruficollis,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/539/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Ground Woodpecker,Geocolaptes olivaceus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/609/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bennett's Woodpecker,Campethera bennettii,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/31123/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Golden-tailed Woodpecker,Campethera abingoni,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/601/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Knysna Woodpecker,Campethera notata,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/603/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Cardinal Woodpecker,Dendropicos fuscescens,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/613/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Bearded Woodpecker,Dendropicos namaquus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/617/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Olive Woodpecker,Dendropicos griseocephalus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/623/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
African Pygmy-falcon,Polihierax semitorquatus,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3581/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
Lesser Kestrel,Falco naumanni,https://bli-prod-fd-dz-eu-bgf5eqfcf2bmgtdn.a02.azurefd.net/species/3589/thumbnail?baseUrl=https://birdlifedata.blob.core.windows.net
