common_name,scientific_name,afrikaans_name,image,family,size,habitat,colors
Sooty Shearwater,Ardenna grisea,Malbaatjie,https://cdn.sabirds.app/sooty-shearwater/1_medium.webp,Shearwaters,Large,Marine,"['Brown', 'Black']"
Sooty Tern,Onychoprion fuscatus,Roetsterretjie,https://cdn.sabirds.app/sooty-tern/1_medium.webp,Terns,Medium,Marine,"['White', 'Grey', 'Black']"
South African Cliff Swallow,Petrochelidon spilodera,Familieswael,https://cdn.sabirds.app/south-african-cliff-swallow/1_medium.webp,Swallows,Small,Grassland,"['Blue', 'Orange', 'White']"
South African Shelduck,Tadorna cana,Kopereend,https://cdn.sabirds.app/south-african-shelduck/1_medium.webp,Ducks,Very Large,Wetland,"['Brown', 'Orange', 'Green']"
South Polar Skua,Stercorarius maccormicki,Suidpoolroofmeeu,https://cdn.sabirds.app/south-polar-skua/1_medium.webp,Skuas,Very Large,Marine,"['Brown', 'Grey', 'Buff']"
Southern Bald Ibis,Geronticus calvus,Kalkoenibis,https://cdn.sabirds.app/southern-bald-ibis/1_medium.webp,Ibises,Very Large,Grassland,"['Blue', 'Black', 'Red']"
Southern Banded Snake Eagle,Circaetus fasciolatus,Dubbelbandslangarend,https://cdn.sabirds.app/southern-banded-snake-eagle/1_medium.webp,Snake-Eagles,Very Large,Woodland,"['Brown', 'White', 'Grey']"
Southern Black Flycatcher,Melaenornis pammelaina,Swartvlieëvanger,https://cdn.sabirds.app/southern-black-flycatcher/1_medium.webp,Flycatchers,Small,Woodland,['Black']
Southern Black Korhaan,Afrotis afra,Swartvlerkkorhaan,https://cdn.sabirds.app/southern-black-korhaan/1_medium.webp,Bustards,Large,Fynbos,"['Black', 'White', 'Brown']"
Southern Black Tit,Melaniparus niger,Gewone Swartmees,,Tits,Small,Woodland,"['Black', 'White']"
Southern Boubou,Laniarius ferrugineus,Suidelike Waterfiskaal,,Boubous,Small,Woodland,"['Black', 'White', 'Pink']"
Southern Brown-throated Weaver,Ploceus xanthopterus,Bruinkeelwewer,,Weavers,Small,Wetland,"['Brown', 'Yellow', 'Black']"
Southern Carmine Bee-eater,Merops nubicoides,Rooiborsbyvreter,,Bee-eaters,Small,Woodland,"['Red', 'Blue', 'Green']"
Southern Double-collared Sunbird,Cinnyris chalybeus,Klein-rooibandsuikerbekkie,,Sunbirds,Tiny,Fynbos,"['Green', 'Red', 'Blue']"
Southern Fiscal,Lanius collaris,Fiskaallaksman,,Shrikes,Small,Grassland,"['Black', 'White']"
Southern Fulmar,Fulmarus glacialoides,Silwerstormvoël,,Petrels,Large,Marine,"['Grey', 'Brown', 'White']"
Southern Giant Petrel,Macronectes giganteus,Reusenellie,,Petrels,Very Large,Marine,"['Grey', 'Brown', 'White']"
Southern Grey-headed Sparrow,Passer diffusus,Gryskopmossie,https://cdn.sabirds.app/southern-grey-headed-sparrow/1_medium.webp,Sparrows,Small,Woodland,"['Grey', 'Brown']"
Southern Ground- Hornbill,Bucorvus leadbeateri,Bromvoël,https://cdn.sabirds.app/southern-ground-hornbill/1_medium.webp,Ground-Hornbills,Very Large,Grassland,"['Black', 'Red']"
Southern Hyliota,Hyliota australis,Mashonahyliota,https://cdn.sabirds.app/southern-hyliota/1_medium.webp,Hyliotas,Tiny,Woodland,"['Blue', 'White', 'Yellow']"
Southern Masked Weaver,Ploceus velatus,Swartkeelgeelvink,https://cdn.sabirds.app/southern-masked-weaver/1_medium.webp,Weavers,Small,Fynbos,"['Yellow', 'Black', 'Green']"
Southern Pied Babbler,Turdoides bicolor,Witkatlagter,https://cdn.sabirds.app/southern-pied-babbler/1_medium.webp,Babblers,Medium,Woodland,"['White', 'Black', 'Brown']"
Southern Pochard,Netta erythrophthalma,Bruineend,https://cdn.sabirds.app/southern-pochard/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Blue']"
Southern Red Bishop,Euplectes orix,Rooivink,https://cdn.sabirds.app/southern-red-bishop/1_medium.webp,Widowbirds,Small,Grassland,"['Red', 'Black', 'Brown']"
Southern Red-billed Hornbill,Tockus rufirostris,Rooibekneushoringvoël,https://cdn.sabirds.app/southern-red-billed-hornbill/1_medium.webp,Hornbills,Medium,Savanna,"['Black', 'White', 'Red']"
Southern Rockhopper Penguin,Eudyptes chrysocome,Geelkuifpikkewyn,https://cdn.sabirds.app/southern-rockhopper-penguin/1_medium.webp,Penguins,Very Large,Marine,"['Black', 'White']"
Southern Royal Albatross,Diomedea epomophora,Witvlerkkoningalbatros (-malmok),https://cdn.sabirds.app/southern-royal-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Southern Tchagra,Tchagra tchagra,Grysborstjagra,https://cdn.sabirds.app/southern-tchagra/1_medium.webp,Tchagras,Medium,Fynbos,"['Brown', 'Black', 'Grey']"
Southern White-crowned Shrike,Eurocephalus anguitimens,Kremetartlaksman,https://cdn.sabirds.app/southern-white-crowned-shrike/1_medium.webp,Shrikes,Medium,Woodland,"['Black', 'White', 'Brown']"
Southern White-faced Owl,Ptilopsis granti,Witwanguil,https://cdn.sabirds.app/southern-white-faced-owl/1_medium.webp,Owls,Medium,Woodland,"['Grey', 'White', 'Orange']"
Southern Yellow White-eye,Zosterops anderssoni,Geel Glasogie,https://cdn.sabirds.app/southern-yellow-white-eye/1_medium.webp,White-eyes,Tiny,Forest,"['White', 'Yellow']"
Southern Yellow-billed Hornbill,Tockus leucomelas,Geelbekneushoringvoël,https://cdn.sabirds.app/southern-yellow-billed-hornbill/1_medium.webp,Hornbills,Medium,Grassland,"['Black', 'White', 'Yellow']"
Speckled Mousebird,Colius striatus,Gevlekte Muisvoël,https://cdn.sabirds.app/speckled-mousebird/1_medium.webp,Mousebirds,Medium,Fynbos,"['Brown', 'Grey', 'Buff']"
Speckled Pigeon,Columba guinea,Kransduif,https://cdn.sabirds.app/speckled-pigeon/1_medium.webp,Pigeons,Large,Fynbos,"['Grey', 'Brown', 'Red']"
Spectacled Petrel,Procellaria conspicillata,Brilbassiaan,https://cdn.sabirds.app/spectacled-petrel/1_medium.webp,Petrels,Very Large,Marine,"['Grey', 'Brown', 'White']"
Spectacled Weaver,Ploceus ocularis,Brilwewer,https://cdn.sabirds.app/spectacled-weaver/1_medium.webp,Weavers,Small,Woodland,"['Yellow', 'Black', 'Green']"
Spike-heeled Lark,Chersomanes albofasciata,Vlaktelewerik,https://cdn.sabirds.app/spike-heeled-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'White']"
Spotted Crake,Porzana porzana,Gevlekte Riethaan,https://cdn.sabirds.app/spotted-crake/1_medium.webp,Crakes,Medium,Wetland,"['Brown', 'Grey', 'White']"
Spotted Eagle- Owl,Bubo africanus,Gevlekte Ooruil,https://cdn.sabirds.app/spotted-eagle-owl/1_medium.webp,Owls,Large,Rocky,"['Brown', 'Grey', 'White']"
Spotted Flycatcher,Muscicapa striata,Europese Vlieëvanger,https://cdn.sabirds.app/spotted-flycatcher/1_medium.webp,Flycatchers,Small,Forest,"['Brown', 'Grey', 'White']"
Spotted Ground Thrush,Geokichla guttata,Natallyster,https://cdn.sabirds.app/spotted-ground-thrush/1_medium.webp,Thrushes,Medium,Forest,"['Brown', 'White', 'Black']"
Spotted Redshank,Tringa erythropus,Gevlekte Rooipootruiter,https://cdn.sabirds.app/spotted-redshank/1_medium.webp,Sandpipers,Medium,Grassland,"['Grey', 'White', 'Red']"
Spotted Thick-knee,Burhinus capensis,Gewone Dikkop,https://cdn.sabirds.app/spotted-thick-knee/1_medium.webp,Thick-knees,Large,Fynbos,"['Brown', 'White', 'Yellow']"
Spur-winged Goose,Plectropterus gambensis,Wildemakou,https://cdn.sabirds.app/spur-winged-goose/1_medium.webp,Ducks,Very Large,Wetland,"['Black', 'White']"
Spur-winged Lapwing,Vanellus spinosus,Spoorvlerkkiewiet,https://cdn.sabirds.app/spur-winged-lapwing/1_medium.webp,Lapwings,Medium,Wetland,"['Brown', 'White', 'Black']"
Squacco Heron,Ardeola ralloides,Ralreier,https://cdn.sabirds.app/squacco-heron/1_medium.webp,Herons,Large,Wetland,"['Buff', 'White']"
Square-tailed Drongo,Dicrurus ludwigii,Kleinbyvanger,https://cdn.sabirds.app/square-tailed-drongo/1_medium.webp,Drongos,Small,Forest,['Black']
Square-tailed Nightjar,Caprimulgus fossii,Laeveldnaguil,https://cdn.sabirds.app/square-tailed-nightjar/1_medium.webp,Nightjars,Medium,Forest,"['Brown', 'Grey', 'Buff']"
Stark's Lark,Spizocorys starki,Woestynlewerik,https://cdn.sabirds.app/starks-lark/1_medium.webp,Larks,Small,Karoo,"['Brown', 'Buff']"
Steppe Eagle,Aquila nipalensis,Steppe-arend,https://cdn.sabirds.app/steppe-eagle/1_medium.webp,Eagles,Very Large,Grassland,"['Brown', 'Buff']"
Stierling's Wren- Warbler,Calamonastes stierlingi,Stierlingse Sanger,https://cdn.sabirds.app/stierlings-wren-warbler/1_medium.webp,Warblers,Tiny,Woodland,"['Green', 'Yellow', 'Grey']"
Streaked Shearwater,Calonectris leucomelas,Gestreepte Pylstormvoël,https://cdn.sabirds.app/streaked-shearwater/1_medium.webp,Shearwaters,Large,Marine,"['Grey', 'Brown', 'White']"
Streaky-breasted Flufftail,Sarothrura boehmi,Streepborsvleikuiken,https://cdn.sabirds.app/streaky-breasted-flufftail/1_medium.webp,Flufftails,Small,Grassland,"['Brown', 'Grey', 'Red']"
Streaky-headed Seedeater,Crithagra gularis,Streepkopkanarie,https://cdn.sabirds.app/streaky-headed-seedeater/1_medium.webp,Canaries,Small,Fynbos,"['Brown', 'White']"
Striped Crake,Aenigmatolimnas marginalis,Gestreepte Riethaan,https://cdn.sabirds.app/striped-crake/1_medium.webp,Crakes,Small,Woodland,"['Brown', 'Grey', 'Red']"
Striped Flufftail,Sarothrura affinis,Gestreepte Vleikuiken,https://cdn.sabirds.app/striped-flufftail/1_medium.webp,Flufftails,Small,Wetland,"['Brown', 'Black', 'White']"
Striped Kingfisher,Halcyon chelicuti,Gestreepte Visvanger,https://cdn.sabirds.app/striped-kingfisher/1_medium.webp,Kingfishers,Small,Fynbos,"['Blue', 'Brown', 'Black']"
Striped Pipit,Anthus lineiventris,Gestreepte Koester,https://cdn.sabirds.app/striped-pipit/1_medium.webp,Pipits,Small,Grassland,"['Brown', 'White', 'Buff']"
Subantarctic Shearwater,Puffinus elegans,Gevlekte Vleikuiken,https://cdn.sabirds.app/subantarctic-shearwater/1_medium.webp,Shearwaters,Medium,Marine,"['Grey', 'Brown', 'White']"
Subantarctic Skua,Stercorarius antarcticus,Bruinroofmeeu,https://cdn.sabirds.app/subantarctic-skua/1_medium.webp,Skuas,Very Large,Marine,"['Brown', 'Buff']"
Swainson's Spurfowl,Pternistis swainsonii,Bosveldfisant,https://cdn.sabirds.app/swainsons-spurfowl/1_medium.webp,Francolins,Large,Grassland,"['Brown', 'Grey', 'White']"
Swallow-tailed Bee-eater,Merops hirundineus,Swaelstertbyvreter,https://cdn.sabirds.app/swallow-tailed-bee-eater/1_medium.webp,Bee-eaters,Small,Fynbos,"['Green', 'Yellow', 'Blue']"
Swamp Nightjar,Caprimulgus natalensis,Natalse Naguil,https://cdn.sabirds.app/swamp-nightjar/1_medium.webp,Nightjars,Medium,Forest,"['Brown', 'Buff']"
Swee Waxbill,Coccopygia melanotis,Rooikopwewer,https://cdn.sabirds.app/swee-waxbill/1_medium.webp,Waxbills,Tiny,Fynbos,"['Grey', 'Red', 'Green']"
Swift Tern,Thalasseus bergii,Geelbeksterretjie,https://cdn.sabirds.app/swift-tern/1_medium.webp,Terns,Large,Coastal,"['White', 'Black', 'Yellow']"
Tahiti Petrel,Pseudobulweria rostrata,Tahiti-stormvoël,https://cdn.sabirds.app/tahiti-petrel/1_medium.webp,Petrels,Large,Marine,"['Grey', 'Brown', 'White']"
Taita Falcon,Falco fasciinucha,Taitavalk,https://cdn.sabirds.app/taita-falcon/1_medium.webp,Falcons,Large,Rocky,"['Grey', 'Brown', 'White']"
Tambourine Dove,Turtur tympanistria,Witborsduifie,https://cdn.sabirds.app/tambourine-dove/1_medium.webp,Doves,Medium,Forest,"['Brown', 'White', 'Purple']"
Tawny Eagle,Aquila rapax,Roofarend,https://cdn.sabirds.app/tawny-eagle/1_medium.webp,Eagles,Very Large,Fynbos,"['Brown', 'Buff']"
Tawny-flanked Prinia,Prinia subflava,Bruinsylangstertjie,https://cdn.sabirds.app/tawny-flanked-prinia/1_medium.webp,Prinias,Tiny,Fynbos,"['Brown', 'Buff', 'White']"
Temminck's Courser,Cursorius temminckii,Trekdrawwertjie,https://cdn.sabirds.app/temmincks-courser/1_medium.webp,Coursers,Medium,Grassland,"['Brown', 'Black', 'White']"
Temminck's Stint,Calidris temminckii,Temminckse Strandloper,https://cdn.sabirds.app/temmincks-stint/1_medium.webp,Sandpipers,Small,Grassland,"['Brown', 'Grey', 'White']"
Terek Sandpiper,Xenus cinereus,Terekruiter,https://cdn.sabirds.app/terek-sandpiper/1_medium.webp,Sandpipers,Medium,Grassland,"['Grey', 'White', 'Orange']"
Terrestrial Brownbul,Phyllastrephus terrestris,Boskrapper,https://cdn.sabirds.app/terrestrial-brownbul/1_medium.webp,Greenbuls,Small,Forest,"['Brown', 'White']"
Thick-billed Cuckoo,Pachycoccyx audeberti,Dikbekkoekoek,https://cdn.sabirds.app/thick-billed-cuckoo/1_medium.webp,Cuckoos,Medium,Forest,"['Grey', 'White']"
Thick-billed Weaver,Amblyospiza albifrons,Dikbekwewer,https://cdn.sabirds.app/thick-billed-weaver/1_medium.webp,Weavers,Small,Woodland,"['Brown', 'White']"
Three-banded Courser,Rhinoptilus cinctus,Driebanddrawwertjie,https://cdn.sabirds.app/three-banded-courser/1_medium.webp,Coursers,Medium,Fynbos,"['Brown', 'Cream', 'Black']"
Three-banded Plover,Charadrius tricollaris,Driebandstrandkiewiet,https://cdn.sabirds.app/three-banded-plover/1_medium.webp,Plovers,Small,Wetland,"['Brown', 'White', 'Black']"
Thrush Nightingale,Luscinia luscinia,Lysternagtegaal,https://cdn.sabirds.app/thrush-nightingale/1_medium.webp,Thrushes,Small,Fynbos,"['Brown', 'Orange', 'Grey']"
Tinkling Cisticola,Cisticola rufilatus,Rooitinktinkie,https://cdn.sabirds.app/tinkling-cisticola/1_medium.webp,Cisticolas,Tiny,Woodland,"['Brown', 'Buff']"
Tractrac Chat,Emarginata tractrac,Woestynspekvreter,https://cdn.sabirds.app/tractrac-chat/1_medium.webp,Chats,Small,Fynbos,"['Brown', 'Buff']"
Tree Pipit,Anthus trivialis,Boomkoester,https://cdn.sabirds.app/tree-pipit/1_medium.webp,Pipits,Small,Woodland,"['Brown', 'Buff']"
Tristan Albatross,Diomedea dabbenena,Tristangrootalbatros (-malmok),https://cdn.sabirds.app/tristan-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Tropical Boubou,Laniarius major,Tropiese Waterfiskaal,https://cdn.sabirds.app/tropical-boubou/1_medium.webp,Boubous,Medium,Savanna,"['Black', 'White', 'Pink']"
Tropical Shearwater,Puffinus bailloni,Tropiese Kleinpylstormvoël,https://cdn.sabirds.app/tropical-shearwater/1_medium.webp,Shearwaters,Medium,Marine,"['Grey', 'Brown', 'White']"
Trumpeter Hornbill,Bycanistes bucinator,Gewone Boskraai,https://cdn.sabirds.app/trumpeter-hornbill/1_medium.webp,Hornbills,Large,Forest,"['Black', 'White']"
Upcher's Warbler,Hippolais languida,Upcher se Sanger,https://cdn.sabirds.app/upchers-warbler/1_medium.webp,Warblers,Tiny,Fynbos,"['Brown', 'Buff']"
Upland Sandpiper,Bartramia longicauda,Langstert-ruiter,https://cdn.sabirds.app/upland-sandpiper/1_medium.webp,Sandpipers,Medium,Grassland,"['Brown', 'Grey', 'White']"
Variable Sunbird,Cinnyris venustus,Geelpenssuikerbekkie,https://cdn.sabirds.app/variable-sunbird/1_medium.webp,Sunbirds,Tiny,Woodland,"['Green', 'Yellow', 'Purple']"
Verreaux's Eagle,Aquila verreauxii,Witkruisarend,https://cdn.sabirds.app/verreauxs-eagle/1_medium.webp,Eagles,Very Large,Rocky,"['Black', 'White']"
Verreaux's Eagle- Owl,Ketupa lactea,Reuse-ooruil,https://cdn.sabirds.app/verreauxs-eagle-owl/1_medium.webp,Eagles,Very Large,Woodland,"['Brown', 'White', 'Black']"
Victorin's Warbler,Cryptillas victorini,Rooiborsruigtesanger,https://cdn.sabirds.app/victorins-warbler/1_medium.webp,Warblers,Tiny,Fynbos,"['Green', 'Yellow', 'Grey']"
Village Indigobird,Vidua chalybeata,Staalblouvinkie,https://cdn.sabirds.app/village-indigobird/1_medium.webp,Whydahs,Tiny,Fynbos,['Black']
Village Weaver,Ploceus cucullatus,Bontrugwewer,https://cdn.sabirds.app/village-weaver/1_medium.webp,Weavers,Small,Woodland,"['Yellow', 'Black']"
Violet-backed Starling,Cinnyricinclus leucogaster,Witborsspreeu,https://cdn.sabirds.app/violet-backed-starling/1_medium.webp,Starlings,Small,Forest,"['Purple', 'White']"
Violet-eared Waxbill,Granatina granatina,Koningblousysie,https://cdn.sabirds.app/violet-eared-waxbill/1_medium.webp,Waxbills,Tiny,Fynbos,"['Brown', 'Purple', 'Blue']"
Wahlberg's Eagle,Hieraaetus wahlbergi,Bruinarend,https://cdn.sabirds.app/wahlbergs-eagle/1_medium.webp,Eagles,Large,Fynbos,['Brown']
Wailing Cisticola,Cisticola lais,Huiltinktinkie,https://cdn.sabirds.app/wailing-cisticola/1_medium.webp,Cisticolas,Tiny,Grassland,"['Brown', 'Buff']"
Wandering Albatross,Diomedea exulans,Grootalbatros (-malmok),https://cdn.sabirds.app/wandering-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black']"
Water Thick-knee,Burhinus vermiculatus,Waterdikkop,https://cdn.sabirds.app/water-thick-knee/1_medium.webp,Thick-knees,Large,Wetland,"['Brown', 'Grey', 'Yellow']"
Wattled Crane,Grus carunculata,Lelkraanvoël,https://cdn.sabirds.app/wattled-crane/1_medium.webp,Cranes,Very Large,Wetland,"['Grey', 'White', 'Red']"
Wattled Starling,Creatophora cinerea,Lelspreeu,https://cdn.sabirds.app/wattled-starling/1_medium.webp,Starlings,Medium,Fynbos,"['Grey', 'Black', 'Yellow']"
Wedge-tailed Shearwater,Ardenna pacifica,Keilstertpylstormvoël,https://cdn.sabirds.app/wedge-tailed-shearwater/1_medium.webp,Shearwaters,Large,Marine,"['Grey', 'Brown', 'White']"
Western Barn Owl,Tyto alba,Nonnetjie-uil,https://cdn.sabirds.app/western-barn-owl/1_medium.webp,Owls,Large,Grassland,"['White', 'Brown', 'Buff']"
Western Cattle Egret,Bubulcus ibis,Veereier (Bosluisvoël),https://cdn.sabirds.app/western-cattle-egret/1_medium.webp,Herons,Large,Grassland,"['Grey', 'White', 'Black']"
Western House Martin,Delichon urbicum,Huisswael,https://cdn.sabirds.app/western-house-martin/1_medium.webp,Martins,Tiny,Rocky,"['Blue', 'White', 'Orange']"
Western Marsh Harrier,Circus aeruginosus,Europese Vleivalk(Paddavreter),https://cdn.sabirds.app/western-marsh-harrier/1_medium.webp,Harriers,Large,Wetland,"['Brown', 'Buff', 'Grey']"
Western Yellow Wagtail,Motacilla flava,Geelkwikkie,https://cdn.sabirds.app/western-yellow-wagtail/1_medium.webp,Wagtails,Small,Grassland,"['Yellow', 'Brown', 'White']"
Whinchat,Saxicola rubetra,Europese Bontrokkie,https://cdn.sabirds.app/whinchat/1_medium.webp,Chats,Small,Fynbos,"['Brown', 'Buff', 'White']"
Whiskered Tern,Chlidonias hybrida,Witbaardsterretjie,https://cdn.sabirds.app/whiskered-tern/1_medium.webp,Terns,Medium,Wetland,"['Grey', 'White', 'Black']"
White Stork,Ciconia ciconia,Witooievaar,https://cdn.sabirds.app/white-stork/1_medium.webp,Storks,Very Large,Grassland,"['White', 'Black', 'Red']"
White Tern,Gygis alba,Feesterretjie,https://cdn.sabirds.app/white-tern/1_medium.webp,Terns,Medium,Marine,"['White', 'Grey', 'Black']"
White Wagtail,Motacilla alba,Wit Kwikkie,https://cdn.sabirds.app/white-wagtail/1_medium.webp,Wagtails,Small,Wetland,"['White', 'Brown', 'Yellow']"
White-backed Duck,Thalassornis leuconotus,Witrugeend,https://cdn.sabirds.app/white-backed-duck/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'White']"
White-backed Mousebird,Colius colius,Witkruismuisvoël,https://cdn.sabirds.app/white-backed-mousebird/1_medium.webp,Mousebirds,Small,Fynbos,"['Grey', 'White']"
White-backed Night Heron,Gorsachius leuconotus,Witrugnagreier,https://cdn.sabirds.app/white-backed-night-heron/1_medium.webp,Herons,Large,Woodland,"['Brown', 'White']"
White-backed Vulture,Gyps africanus,Witrugaasvoël,https://cdn.sabirds.app/white-backed-vulture/1_medium.webp,Vultures,Very Large,Fynbos,"['Brown', 'White']"
White-bellied Korhaan,Eupodotis senegalensis,Witpenskorhaan,https://cdn.sabirds.app/white-bellied-korhaan/1_medium.webp,Bustards,Large,Grassland,"['White', 'Brown', 'Grey']"
White-bellied Storm Petrel,Fregetta grallaria,Witpensstormswael,https://cdn.sabirds.app/white-bellied-storm-petrel/1_medium.webp,Storm-Petrels,Medium,Marine,"['White', 'Black']"
White-bellied Sunbird,Cinnyris talatala,Witpenssuikerbekkie,https://cdn.sabirds.app/white-bellied-sunbird/1_medium.webp,Sunbirds,Tiny,Woodland,"['Green', 'White']"
White-breasted Cormorant,Phalacrocorax lucidus,Witborsduiker,https://cdn.sabirds.app/white-breasted-cormorant/1_medium.webp,Cormorants,Very Large,Coastal,"['Black', 'White']"
White-breasted Cuckooshrike,Ceblepyris pectoralis,Witborskatakoeroe,https://cdn.sabirds.app/white-breasted-cuckooshrike/1_medium.webp,Cuckooshrikes,Medium,Woodland,"['Grey', 'White']"
White-browed Robin-chat,Cossypha heuglini,Heuglinse Janfrederik,https://cdn.sabirds.app/white-browed-robin-chat/1_medium.webp,Robin-Chats,Small,Rivers,"['White', 'Brown', 'Orange']"
White-browed Scrub Robin,Cercotrichas leucophrys,Gestreepte Wipstert,https://cdn.sabirds.app/white-browed-scrub-robin/1_medium.webp,Scrub-Robins,Small,Fynbos,"['Brown', 'White']"
White-browed Sparrow-weaver,Plocepasser mahali,Koringvoël,https://cdn.sabirds.app/white-browed-sparrow-weaver/1_medium.webp,Sparrow-Weavers,Small,Woodland,"['White', 'Brown', 'Grey', 'Black']"
White-cheeked Tern,Sterna repressa,Witwangsterretjie,https://cdn.sabirds.app/white-cheeked-tern/1_medium.webp,Terns,Medium,Coastal,"['White', 'Grey', 'Black']"
White-chinned Petrel,Procellaria aequinoctialis,Bassiaan,https://cdn.sabirds.app/white-chinned-petrel/1_medium.webp,Petrels,Very Large,Marine,"['Black', 'Brown']"
White-crested Helmet-shrike,Prionops plumatus,Withelmlaksman,https://cdn.sabirds.app/white-crested-helmet-shrike/1_medium.webp,Helmet-shrikes,Small,Woodland,"['White', 'Grey', 'Black']"
White-crowned Lapwing,Vanellus albiceps,Witkopkiewiet,https://cdn.sabirds.app/white-crowned-lapwing/1_medium.webp,Lapwings,Medium,Wetland,"['Brown', 'White', 'Black']"
White-eared Barbet,Stactolaema leucotis,Witoorhoutkapper,https://cdn.sabirds.app/white-eared-barbet/1_medium.webp,Barbets,Medium,Forest,"['Black', 'White', 'Brown']"
White-faced Storm Petrel,Pelagodroma marina,Witwangstormswael,https://cdn.sabirds.app/white-faced-storm-petrel/1_medium.webp,Storm-Petrels,Small,Marine,"['White', 'Black']"
White-faced Whistling Duck,Dendrocygna viduata,Nonnetjie-eend,https://cdn.sabirds.app/white-faced-whistling-duck/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'White', 'Black']"
White-fronted Bee-eater,Merops bullockoides,Rooikeelbyvreter,https://cdn.sabirds.app/white-fronted-bee-eater/1_medium.webp,Bee-eaters,Small,Woodland,"['Green', 'Red', 'White']"
White-fronted Plover,Charadrius marginatus,Vaalstrandkiewiet,https://cdn.sabirds.app/white-fronted-plover/1_medium.webp,Plovers,Small,Coastal,"['Brown', 'White', 'Black']"
White-headed Petrel,Pterodroma lessonii,Witkopstormvoël,https://cdn.sabirds.app/white-headed-petrel/1_medium.webp,Petrels,Large,Marine,"['White', 'Grey', 'Brown']"
White-headed Vulture,Trigonoceps occipitalis,Witkopaasvoël,https://cdn.sabirds.app/white-headed-vulture/1_medium.webp,Vultures,Very Large,Fynbos,"['Brown', 'White', 'Pink']"
White-necked Raven,Corvus albicollis,Withalskraai,https://cdn.sabirds.app/white-necked-raven/1_medium.webp,Crows,Large,Rocky,"['Black', 'White']"
White-rumped Sandpiper,Calidris fuscicollis,Witrugstrandloper,https://cdn.sabirds.app/white-rumped-sandpiper/1_medium.webp,Sandpipers,Small,Wetland,"['White', 'Brown', 'Grey']"
White-rumped Swift,Apus caffer,Witkruiswindswael,https://cdn.sabirds.app/white-rumped-swift/1_medium.webp,Swifts,Small,Fynbos,"['Black', 'White']"
White-starred Robin,Pogonocichla stellata,Witkoljanfrederik,https://cdn.sabirds.app/white-starred-robin/1_medium.webp,Robins,Small,Forest,"['White', 'Red']"
White-tailed Tropicbird,Phaethon lepturus,Witpylstert,https://cdn.sabirds.app/white-tailed-tropicbird/1_medium.webp,Tropicbirds,Large,Marine,['White']
White-throated Bee-eater,Merops albicollis,Witkeelbyvreter,https://cdn.sabirds.app/white-throated-bee-eater/1_medium.webp,Bee-eaters,Small,Grassland,"['White', 'Green', 'Blue', 'Yellow']"
White-throated Canary,Crithagra albogularis,Witkeelkanarie,https://cdn.sabirds.app/white-throated-canary/1_medium.webp,Canaries,Small,Grassland,"['Brown', 'White', 'Yellow']"
White-throated Robin,Irania gutturalis,Geelkeelsandpatrys,https://cdn.sabirds.app/white-throated-robin/1_medium.webp,Robins,Small,Fynbos,"['White', 'Brown', 'Orange']"
White-throated Robin-chat,Cossypha humeralis,Witkeeljanfrederik,https://cdn.sabirds.app/white-throated-robin-chat/1_medium.webp,Robin-Chats,Small,Savanna,"['White', 'Brown', 'Orange']"
White-throated Swallow,Hirundo albigularis,Witkeelswael,https://cdn.sabirds.app/white-throated-swallow/1_medium.webp,Swallows,Small,Grassland,"['Blue', 'White', 'Orange']"
White-winged Flufftail,Sarothrura ayresi,Witvlerkvleikuiken,https://inaturalist-open-data.s3.amazonaws.com/photos/13707797/medium.jpg,Flufftails,Small,Grassland,"['Brown', 'White', 'Black']"
White-winged Tern,Chlidonias leucopterus,Witvlerksterretjie,https://cdn.sabirds.app/white-winged-tern/1_medium.webp,Terns,Medium,Wetland,"['White', 'Black', 'Grey']"
White-winged Widowbird,Euplectes albonotatus,Witvlerkflap,https://cdn.sabirds.app/white-winged-widowbird/1_medium.webp,Widowbirds,Small,Grassland,"['Black', 'White', 'Yellow']"
Willow Warbler,Phylloscopus trochilus,Hofsanger,https://cdn.sabirds.app/willow-warbler/1_medium.webp,Warblers,Tiny,Forest,"['Green', 'Yellow', 'Brown']"
Wilson's Phalarope,Phalaropus tricolor,Bontfraiingpoot,https://cdn.sabirds.app/wilsons-phalarope/1_medium.webp,Sandpipers,Medium,Wetland,"['Brown', 'Grey', 'White']"
Wilson's Storm Petrel,Oceanites oceanicus,Gewone Stormswael,https://cdn.sabirds.app/wilsons-storm-petrel/1_medium.webp,Storm-Petrels,Small,Marine,"['Black', 'White']"
Wing-snapping Cisticola,Cisticola ayresii,Kleinste Klopkloppie,https://cdn.sabirds.app/wing-snapping-cisticola/1_medium.webp,Cisticolas,Tiny,Grassland,"['Brown', 'Buff']"
Wire-tailed Swallow,Hirundo smithii,Draadstertswael,https://cdn.sabirds.app/wire-tailed-swallow/1_medium.webp,Swallows,Tiny,Fynbos,"['Blue', 'White', 'Orange']"
