common_name,scientific_name,afrikaans_name,image,family,size,habitat,colors
Brown-crowned Tchagra,Tchagra australis,Rooivlerktjagra,https://cdn.sabirds.app/brown-crowned-tchagra/1_medium.webp,Tchagras,Small,Fynbos,"['Brown', 'Black', 'White']"
Brown-headed Parrot,Poicephalus cryptoxanthus,Bruinkoppapegaai,https://cdn.sabirds.app/brown-headed-parrot/1_medium.webp,Parrots,Medium,Woodland,"['Brown', 'Green', 'Yellow']"
Brown-hooded Kingfisher,Halcyon albiventris,Bruinkopvisvanger,https://cdn.sabirds.app/brown-hooded-kingfisher/1_medium.webp,Kingfishers,Medium,Fynbos,"['Brown', 'Blue', 'Orange']"
Brown-throated Martin,Riparia paludicola,Afrikaanse Oewerswael,https://cdn.sabirds.app/brown-throated-martin/1_medium.webp,Martins,Tiny,Wetland,"['Brown', 'White']"
Brubru,Nilaus afer,Bontroklaksman,https://cdn.sabirds.app/brubru/1_medium.webp,Brubrus,Small,Woodland,"['Black', 'White', 'Brown']"
Buff-breasted Sandpiper,Calidris subruficollis,Taanborsstrandloper,https://cdn.sabirds.app/buff-breasted-sandpiper/1_medium.webp,Sandpipers,Medium,Grassland,"['Buff', 'Brown']"
Buff-spotted Flufftail,Sarothrura elegans,Gevlekte Vleikuiken,https://cdn.sabirds.app/buff-spotted-flufftail/1_medium.webp,Flufftails,Small,Wetland,"['Brown', 'Buff', 'Black']"
Buff-streaked Chat,Campicoloides bifasciatus,Bergklipwagter,https://cdn.sabirds.app/buff-streaked-chat/1_medium.webp,Chats,Small,Rocky,"['Brown', 'Buff', 'White']"
Buffy Pipit,Anthus vaalensis,Vaalkoester,https://cdn.sabirds.app/buffy-pipit/1_medium.webp,Pipits,Small,Grassland,"['Buff', 'Brown']"
Buller's Albatross,Thalassarche bulleri,Witkroonalbatros (- malmok),https://cdn.sabirds.app/bullers-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Burchell's Coucal,Centropus burchellii,Gewone Vleiloerie,https://cdn.sabirds.app/burchells-coucal/1_medium.webp,Coucals,Medium,Woodland,"['Brown', 'Black', 'Buff']"
Burchell's Courser,Cursorius rufus,Bloukopdrawwertjie,https://cdn.sabirds.app/burchells-courser/1_medium.webp,Coursers,Medium,Fynbos,"['Brown', 'Grey', 'Black']"
Burchell's Sandgrouse,Pterocles burchelli,Gevlekte Sandpatrys,https://cdn.sabirds.app/burchells-sandgrouse/1_medium.webp,Sandgrouse,Medium,Grassland,"['Brown', 'Buff', 'Grey']"
Burchell's Starling,Lamprotornis australis,Grootglansspreeu,https://cdn.sabirds.app/burchells-starling/1_medium.webp,Starlings,Medium,Woodland,"['Blue', 'Green']"
Burnt-necked Eremomela,Eremomela usticollis,Bruinkeelbossanger,https://cdn.sabirds.app/burnt-necked-eremomela/1_medium.webp,Eremomelas,Tiny,Woodland,"['Grey', 'Orange']"
Bush Blackcap,Sylvia nigricapillus,Rooibektiptol,https://cdn.sabirds.app/bush-blackcap/1_medium.webp,Warblers,Small,Forest,"['Black', 'Brown']"
Bushveld Pipit,Anthus caffer,Bosveldkoester,https://cdn.sabirds.app/bushveld-pipit/1_medium.webp,Pipits,Small,Grassland,"['Brown', 'Buff']"
Böhm's Spinetail,Neafrapus boehmi,Witpensstekelstert,https://cdn.sabirds.app/böhms-spinetail/1_medium.webp,Spinetails,Tiny,Woodland,"['Black', 'White']"
Cape Batis,Batis capensis,Kaapse Bosbontrokkie,https://cdn.sabirds.app/cape-batis/1_medium.webp,Batises,Tiny,Forest,"['Grey', 'Black', 'White']"
Cape Bulbul,Pycnonotus capensis,Kaapse Tiptol,https://cdn.sabirds.app/cape-bulbul/1_medium.webp,Bulbuls,Small,Fynbos,"['Brown', 'Yellow', 'White']"
Cape Bunting,Emberiza capensis,Rooivlerkstreepkoppie,https://cdn.sabirds.app/cape-bunting/1_medium.webp,Buntings,Small,Fynbos,"['Brown', 'Grey', 'White']"
Cape Canary,Serinus canicollis,Kaapse Kanarie,https://cdn.sabirds.app/cape-canary/1_medium.webp,Canaries,Small,Fynbos,"['Yellow', 'Green', 'Grey']"
Cape Clapper Lark,Mirafra apiata,Kaapse Klappertjie,https://cdn.sabirds.app/cape-clapper-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff']"
Cape Cormorant,Phalacrocorax capensis,Trekduiker,https://cdn.sabirds.app/cape-cormorant/1_medium.webp,Cormorants,Very Large,Marine,['Black']
Cape Crow,Corvus capensis,Swartkraai,https://cdn.sabirds.app/cape-crow/1_medium.webp,Crows,Large,Grassland,['Black']
Cape Eagle- Owl,Bubo capensis,Kaapse Ooruil,https://cdn.sabirds.app/cape-eagle-owl/1_medium.webp,Owls,Very Large,Fynbos,"['Brown', 'Grey', 'White']"
Cape Gannet,Morus capensis,Witmalgas,https://cdn.sabirds.app/cape-gannet/1_medium.webp,Gannets,Very Large,Marine,"['White', 'Black', 'Yellow']"
Cape Glossy Starling,Lamprotornis nitens,Kleinglansspreeu,https://cdn.sabirds.app/cape-glossy-starling/1_medium.webp,Starlings,Medium,Grassland,"['Green', 'Blue']"
Cape Grassbird,Sphenoeacus afer,Grasvoël,https://cdn.sabirds.app/cape-grassbird/1_medium.webp,Grassbirds,Small,Fynbos,"['Brown', 'Grey', 'White']"
Cape Long-billed Lark,Certhilauda curvirostris,Weskuslangbeklewerik,https://cdn.sabirds.app/cape-long-billed-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff']"
Cape Longclaw,Macronyx capensis,Oranjekeelkalkoentjie,https://cdn.sabirds.app/cape-longclaw/1_medium.webp,Longclaws,Medium,Grassland,"['Brown', 'Orange', 'Yellow']"
Cape Parrot,Poicephalus robustus,Woudpapegaai,https://cdn.sabirds.app/cape-parrot/1_medium.webp,Parrots,Large,Forest,"['Green', 'Brown', 'Orange']"
Cape Penduline-tit,Anthoscopus minutus,Kaapse Kapokvoël,https://cdn.sabirds.app/cape-penduline-tit/1_medium.webp,Penduline-Tits,Tiny,Savanna,"['Grey', 'Yellow', 'Green']"
Cape Robin-chat,Cossypha caffra,Gewone Janfrederik,https://cdn.sabirds.app/cape-robin-chat/1_medium.webp,Robin-Chats,Small,Savanna,"['Brown', 'Orange', 'White']"
Cape Rock Thrush,Monticola rupestris,Kaapse Kliplyster,https://cdn.sabirds.app/cape-rock-thrush/1_medium.webp,Thrushes,Medium,Fynbos,"['Blue', 'Orange', 'Grey']"
Cape Rockjumper,Chaetops frenatus,Kaapse Berglyster,https://cdn.sabirds.app/cape-rockjumper/1_medium.webp,Rockjumpers,Medium,Rocky,"['Grey', 'Orange', 'Black']"
Cape Shoveler,Spatula smithii,Kaapse Slopeend,https://cdn.sabirds.app/cape-shoveler/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Blue', 'Green']"
Cape Siskin,Crithagra totta,Kaapse Pietjiekanarie,https://cdn.sabirds.app/cape-siskin/1_medium.webp,Canaries,Tiny,Fynbos,"['Brown', 'Yellow', 'White']"
Cape Sparrow,Passer melanurus,Gewone Mossie,https://cdn.sabirds.app/cape-sparrow/1_medium.webp,Sparrows,Small,Woodland,"['Brown', 'Grey', 'Black']"
Cape Spurfowl,Pternistis capensis,Kaapse Fisant,https://cdn.sabirds.app/cape-spurfowl/1_medium.webp,Francolins,Large,Fynbos,"['Brown', 'Grey', 'White']"
Cape Sugarbird,Promerops cafer,Kaapse Suikervoël,https://cdn.sabirds.app/cape-sugarbird/1_medium.webp,Sugarbirds,Small,Fynbos,"['Brown', 'Yellow', 'Grey']"
Cape Teal,Anas capensis,Teeleend,https://cdn.sabirds.app/cape-teal/1_medium.webp,Ducks,Large,Wetland,"['Brown', 'Pink', 'Green']"
Cape Turtle Dove,Streptopelia capicola,Gewone Tortelduif,https://cdn.sabirds.app/cape-turtle-dove/1_medium.webp,Doves,Medium,Fynbos,"['Grey', 'Brown', 'Black']"
Cape Vulture,Gyps coprotheres,Kransaasvoël,https://cdn.sabirds.app/cape-vulture/1_medium.webp,Vultures,Very Large,Grassland,"['Brown', 'Buff', 'White']"
Cape Wagtail,Motacilla capensis,Gewone Kwikkie,https://cdn.sabirds.app/cape-wagtail/1_medium.webp,Wagtails,Small,Wetland,"['Grey', 'White', 'Black']"
Cape Weaver,Ploceus capensis,Kaapse Wewer,https://cdn.sabirds.app/cape-weaver/1_medium.webp,Weavers,Small,Woodland,"['Yellow', 'Green', 'Brown']"
Cape White-eye,Zosterops virens,Kaapse Glasogie,https://cdn.sabirds.app/cape-white-eye/1_medium.webp,White-eyes,Tiny,Fynbos,"['Green', 'Yellow', 'White']"
Capped Wheatear,Oenanthe pileata,Hoëveldskaapwagter,https://cdn.sabirds.app/capped-wheatear/1_medium.webp,Wheatears,Small,Grassland,"['Brown', 'Black', 'White']"
Cardinal Woodpecker,Dendropicos fuscescens,Kardinaalspeg,https://cdn.sabirds.app/cardinal-woodpecker/1_medium.webp,Woodpeckers,Small,Fynbos,"['Brown', 'Black', 'Red']"
Caspian Plover,Charadrius asiaticus,Asiatiese Strandkiewiet,https://cdn.sabirds.app/caspian-plover/1_medium.webp,Plovers,Medium,Karoo,"['Brown', 'White', 'Orange']"
Caspian Tern,Hydroprogne caspia,Reusesterretjie,https://cdn.sabirds.app/caspian-tern/1_medium.webp,Terns,Large,Wetland,"['White', 'Black', 'Red']"
Chat Flycatcher,Melaenornis infuscatus,Grootvlieëvanger,https://cdn.sabirds.app/chat-flycatcher/1_medium.webp,Flycatchers,Small,Savanna,"['Brown', 'Grey', 'White']"
Chatham Albatross,Thalassarche eremita,Chathamalbatros (-malmok),https://cdn.sabirds.app/chatham-albatross/1_medium.webp,Albatrosses,Very Large,Marine,"['White', 'Black', 'Grey']"
Chestnut Weaver,Ploceus rubiginosus,Bruinwewer,https://cdn.sabirds.app/chestnut-weaver/1_medium.webp,Weavers,Small,Fynbos,"['Brown', 'Yellow', 'Black']"
Chestnut-backed Sparrow- Lark,Eremopterix leucotis,Rooiruglewerik,https://cdn.sabirds.app/chestnut-backed-sparrow-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff', 'White']"
Chestnut-banded Plover,Charadrius pallidus,Rooibandstrandkiewiet,https://cdn.sabirds.app/chestnut-banded-plover/1_medium.webp,Plovers,Small,Wetland,"['Brown', 'White', 'Chestnut']"
Chestnut-fronted Helmet-shrike,Prionops scopifrons,Stekelkophelmlaksman,https://cdn.sabirds.app/chestnut-fronted-helmet-shrike/1_medium.webp,Helmet-shrikes,Small,Woodland,"['Brown', 'Grey', 'Black', 'White']"
Chestnut-vented Tit-babbler,Curruca subcoerulea,Bosveldtjeriktik,https://cdn.sabirds.app/chestnut-vented-tit-babbler/1_medium.webp,Warblers,Tiny,Woodland,"['Brown', 'Grey', 'White']"
Chinspot Batis,Batis molitor,Witliesbosbontrokkie,https://cdn.sabirds.app/chinspot-batis/1_medium.webp,Batises,Tiny,Woodland,"['Grey', 'Black', 'Orange']"
Chorister Robin-chat,Cossypha dichroa,Lawaaimakerjanfrederik,https://cdn.sabirds.app/chorister-robin-chat/1_medium.webp,Robin-Chats,Small,Forest,"['Brown', 'Orange', 'White']"
Christmas Frigatebird,Fregata andrewsi,Kerseilandfregatvoël,https://cdn.sabirds.app/christmas-frigatebird/1_medium.webp,Frigatebirds,Very Large,Marine,"['Black', 'White', 'Red']"
Chukar Partridge,Alectoris chukar,Asiatiese Patrys,https://cdn.sabirds.app/chukar-partridge/1_medium.webp,Gamebirds,Large,Fynbos,"['Brown', 'Grey', 'White']"
Cinnamon-breasted Bunting,Emberiza tahapisi,Klipstreepkoppie,https://cdn.sabirds.app/cinnamon-breasted-bunting/1_medium.webp,Buntings,Tiny,Rocky,"['Brown', 'Orange', 'Black']"
Cinnamon-breasted Warbler,Euryptila subcinnamomea,Kaneelborssanger,https://cdn.sabirds.app/cinnamon-breasted-warbler/1_medium.webp,Warblers,Tiny,Fynbos,"['Green', 'Yellow', 'Grey']"
Citrine Wagtail,Motacilla citreola,Sitrienkwikkie,https://cdn.sabirds.app/citrine-wagtail/1_medium.webp,Wagtails,Small,Wetland,"['Brown', 'White', 'Yellow']"
Cloud Cisticola,Cisticola textrix,Gevlekte Klopkloppie,https://cdn.sabirds.app/cloud-cisticola/1_medium.webp,Cisticolas,Tiny,Grassland,"['Brown', 'Buff']"
Collared Flycatcher,Ficedula albicollis,Withalsvlieëvanger,https://cdn.sabirds.app/collared-flycatcher/1_medium.webp,Flycatchers,Tiny,Woodland,"['Black', 'White']"
Collared Palm Thrush,Cichladusa arquata,Palmmôrelyster,https://cdn.sabirds.app/collared-palm-thrush/1_medium.webp,Robin-Chats,Small,Fynbos,"['Red', 'Brown', 'Orange', 'White']"
Collared Pratincole,Glareola pratincola,Rooivlerksprinkaanvoël,https://cdn.sabirds.app/collared-pratincole/1_medium.webp,Pratincoles,Medium,Grassland,"['Brown', 'White', 'Black']"
Collared Sunbird,Hedydipna collaris,Kortbeksuikerbekkie,https://cdn.sabirds.app/collared-sunbird/1_medium.webp,Sunbirds,Tiny,Forest,"['Green', 'Yellow', 'Purple']"
Common Buttonquail,Turnix sylvaticus,Bosveldkwarteltjie,https://cdn.sabirds.app/common-buttonquail/1_medium.webp,Buttonquails,Medium,Fynbos,"['Brown', 'Buff', 'Black']"
Common Buzzard,Buteo buteo,Bruinjakkalsvoël,https://cdn.sabirds.app/common-buzzard/1_medium.webp,Buzzards,Large,Grassland,"['Brown', 'White', 'Black']"
Common Cuckoo,Cuculus canorus,Europese Koekoek,https://cdn.sabirds.app/common-cuckoo/1_medium.webp,Cuckoos,Medium,Forest,"['Grey', 'White', 'Black']"
Common Greenshank,Tringa nebularia,Groenpootruiter,https://cdn.sabirds.app/common-greenshank/1_medium.webp,Sandpipers,Medium,Wetland,"['Grey', 'White', 'Green']"
Common Moorhen,Gallinula chloropus,Grootwaterhoender,https://cdn.sabirds.app/common-moorhen/1_medium.webp,Moorhens,Large,Wetland,"['Black', 'Red', 'Yellow']"
Common Myna,Acridotheres tristis,Indiese Spreeu,https://cdn.sabirds.app/common-myna/1_medium.webp,Mynas,Medium,Gardens,"['Brown', 'Yellow', 'Black']"
Common Ostrich,Struthio camelus,Volstruis,https://cdn.sabirds.app/common-ostrich/1_medium.webp,Ostriches,Very Large,Fynbos,"['Black', 'White', 'Pink']"
Common Quail,Coturnix coturnix,Afrikaanse Kwartel,https://cdn.sabirds.app/common-quail/1_medium.webp,Quails,Medium,Grassland,"['Brown', 'Buff', 'Black']"
Common Redshank,Tringa totanus,Rooipootruiter,https://cdn.sabirds.app/common-redshank/1_medium.webp,Sandpipers,Medium,Wetland,"['Brown', 'White', 'Red']"
Common Redstart,Phoenicurus phoenicurus,Europese Rooistert,https://cdn.sabirds.app/common-redstart/1_medium.webp,Flycatchers,Tiny,Woodland,"['Red', 'Brown', 'Orange', 'White']"
Common Reed Warbler,Acrocephalus scirpaceus,Hermanse Rietsanger,https://cdn.sabirds.app/common-reed-warbler/1_medium.webp,Reed-Warblers,Tiny,Wetland,"['Brown', 'Buff']"
Common Ringed Plover,Charadrius hiaticula,Ringnekstrandkiewiet,https://cdn.sabirds.app/common-ringed-plover/1_medium.webp,Plovers,Medium,Coastal,"['Brown', 'White', 'Black']"
Common Sandpiper,Actitis hypoleucos,Gewone Ruiter,https://cdn.sabirds.app/common-sandpiper/1_medium.webp,Sandpipers,Small,Wetland,"['Brown', 'White']"
Common Scimitarbill,Rhinopomastus cyanomelas,Swartbekkakelaar,https://cdn.sabirds.app/common-scimitarbill/1_medium.webp,Scimitarbills,Small,Grassland,"['Black', 'Purple']"
Common Starling,Sturnus vulgaris,Europese Spreeu,https://cdn.sabirds.app/common-starling/1_medium.webp,Starlings,Medium,Gardens,"['Black', 'Iridescent', 'Blue']"
Common Swift,Apus apus,Europese Windswael,https://cdn.sabirds.app/common-swift/1_medium.webp,Swifts,Small,Woodland,"['Brown', 'Black']"
Common Tern,Sterna hirundo,Gewone Sterretjie,https://cdn.sabirds.app/common-tern/1_medium.webp,Terns,Medium,Marine,"['White', 'Grey', 'Red']"
Common Waxbill,Estrilda astrild,Rooibeksysie,https://cdn.sabirds.app/common-waxbill/1_medium.webp,Waxbills,Tiny,Grassland,"['Brown', 'Red', 'Pink']"
Common Whitethroat,Curruca communis,Witkeelsanger,https://cdn.sabirds.app/common-whitethroat/1_medium.webp,Warblers,Tiny,Woodland,"['Brown', 'Grey', 'White']"
Coqui Francolin,Campocolinus coqui,Swempie,https://cdn.sabirds.app/coqui-francolin/1_medium.webp,Francolins,Medium,Woodland,"['Brown', 'Buff', 'Black']"
Corn Crake,Crex crex,Kwartelkoning,https://cdn.sabirds.app/corn-crake/1_medium.webp,Crakes,Medium,Grassland,"['Brown', 'Buff']"
Cory's Shearwater,Calonectris borealis,Geelbekpylstormvoël,https://cdn.sabirds.app/corys-shearwater/1_medium.webp,Shearwaters,Large,Marine,"['Brown', 'White']"
Crab- Plover,Dromas ardeola,Krapvreter,,Crab-Plovers,Large,Coastal,"['Brown', 'White', 'Black']"
Crested Barbet,Trachyphonus vaillantii,Kuifkophoutkapper,,Barbets,Medium,Woodland,"['Yellow', 'Red', 'Black']"
Crested Francolin,Ortygornis sephaena,Bospatrys,,Francolins,Large,Woodland,"['Brown', 'White', 'Black']"
Crested Guineafowl,Guttera pucherani,Kuifkoptarentaal,,Guineafowl,Very Large,Forest,"['Black', 'Blue', 'White']"
Crested Honey Buzzard,Pernis ptilorhynchus,Oosterse Wespedief,,Buzzards,Very Large,Woodland,"['Brown', 'White', 'Black']"
Crimson-breasted Shrike,Laniarius atrococcineus,Rooiborslaksman,,Boubous,Small,Woodland,"['Black', 'Red', 'White']"
Croaking Cisticola,Cisticola natalensis,Groottinktinkie,,Cisticolas,Small,Grassland,"['Brown', 'Buff']"
Crowned Cormorant,Microcarbo coronatus,Kuifkopduiker,,Cormorants,Large,Marine,['Black']
Crowned Eagle,Stephanoaetus coronatus,Kroonarend,,Eagles,Very Large,Forest,"['Brown', 'Black', 'White']"
Crowned Hornbill,Lophoceros alboterminatus,Gekroonde Neushoringvoël,,Hornbills,Medium,Forest,"['Black', 'White', 'Red']"
Crowned Lapwing,Vanellus coronatus,Kroonkiewiet,,Lapwings,Medium,Grassland,"['Brown', 'Black', 'White']"
Cuckoo Finch,Anomalospiza imberbis,Koekoekvink,,Cuckoos,Small,Grassland,"['Yellow', 'Brown', 'Black']"
Curlew Sandpiper,Calidris ferruginea,Krombekstrandloper,,Sandpipers,Medium,Coastal,"['Brown', 'Grey', 'White']"
Cut-throat Finch,Amadina fasciata,Bandkeelvink,,Finches,Small,Grassland,"['Brown', 'Red', 'White']"
Damara Tern,Sternula balaenarum,Damarasterretjie,,Terns,Medium,Coastal,"['White', 'Grey', 'Black']"
Dark Chanting Goshawk,Melierax metabates,Donkersingvalk,,Goshawks,Large,Fynbos,"['Grey', 'Pink']"
Dark-backed Weaver,Ploceus bicolor,Bosmusikant,,Weavers,Small,Forest,"['Yellow', 'Black']"
Dark-capped Bulbul,Pycnonotus tricolor,Swartoogtiptol,,Bulbuls,Small,Gardens,"['Brown', 'Yellow', 'Black']"
Dark-capped Yellow Warbler,Iduna natalensis,Geelsanger,,Warblers,Tiny,Fynbos,"['Yellow', 'Green', 'Brown']"
Denham's Bustard,Neotis denhami,Veldpou,,Bustards,Very Large,Grassland,"['Brown', 'Grey', 'White']"
Desert Cisticola,Cisticola aridulus,Woestynklopkloppie,,Cisticolas,Tiny,Grassland,"['Brown', 'Buff']"
Dickinson's Kestrel,Falco dickinsoni,Dickinsonse Grysvalk,,Falcons,Medium,Woodland,"['Grey', 'White']"
Diederik Cuckoo,Chrysococcyx caprius,Diederikkie,,Cuckoos,Small,Fynbos,"['Grey', 'Brown', 'Black']"
Double-banded Courser,Rhinoptilus africanus,Dubbelbanddrawwertjie,,Coursers,Medium,Grassland,"['Brown', 'White', 'Black']"
Double-banded Sandgrouse,Pterocles bicinctus,Dubbelbandsandpatrys,,Sandgrouse,Medium,Grassland,"['Brown', 'Black', 'White']"
Drakensberg Prinia,Prinia hypoxantha,Drakensberglangstertjie,,Prinias,Tiny,Woodland,"['Brown', 'Grey', 'Buff']"
Drakensberg Rockjumper,Chaetops aurantius,Oranjeborsberglyster,,Rockjumpers,Medium,Fynbos,"['Grey', 'Orange', 'Black']"
Drakensberg Siskin,Crithagra symonsi,Bergpietjiekanarie,,Canaries,Small,Fynbos,"['Brown', 'Yellow', 'White']"
Dunlin,Calidris alpina,Bontstrandloper,https://cdn.sabirds.app/dunlin/1_medium.webp,Sandpipers,Medium,Wetland,"['Brown', 'Grey', 'White']"
Dusky Indigobird,Vidua funerea,Gewone Blouvinkie,https://cdn.sabirds.app/dusky-indigobird/1_medium.webp,Whydahs,Tiny,Woodland,['Black']
Dusky Lark,Pinarocorys nigricans,Donkerlewerik,https://cdn.sabirds.app/dusky-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Grey', 'Buff']"
Dusky Sunbird,Cinnyris fuscus,Namakwasuikerbekkie,https://cdn.sabirds.app/dusky-sunbird/1_medium.webp,Sunbirds,Tiny,Karoo,"['Black', 'Orange', 'White']"
Dwarf Bittern,Ixobrychus sturmii,Dwergrietreier,https://cdn.sabirds.app/dwarf-bittern/1_medium.webp,Bitterns,Medium,Wetland,"['Buff', 'Brown']"
Eastern Bronze-naped Pigeon,Columba delegorguei,Withalsbosduif,https://cdn.sabirds.app/eastern-bronze-naped-pigeon/1_medium.webp,Pigeons,Medium,Forest,"['Brown', 'Grey', 'Pink']"
Eastern Clapper Lark,Mirafra fasciolata,Hoëveldklappertjie,https://cdn.sabirds.app/eastern-clapper-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff', 'White']"
Eastern Long-billed Lark,Certhilauda semitorquata,Grasveldlangbeklewerik,https://cdn.sabirds.app/eastern-long-billed-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff']"
Eastern Nicator,Nicator gularis,Geelvleknikator,https://cdn.sabirds.app/eastern-nicator/1_medium.webp,Nicators,Small,Woodland,"['Brown', 'Yellow', 'Grey']"
Egyptian Goose,Alopochen aegyptiaca,Kolgans,https://cdn.sabirds.app/egyptian-goose/1_medium.webp,Geese,Very Large,Wetland,"['Brown', 'Pink', 'White']"
Egyptian Vulture,Neophron percnopterus,Egiptiese Aasvoël,https://cdn.sabirds.app/egyptian-vulture/1_medium.webp,Vultures,Very Large,Grassland,"['Brown', 'White', 'Black']"
Elegant Tern,Thalasseus elegans,Gevlekte Vleikuiken,https://cdn.sabirds.app/elegant-tern/1_medium.webp,Terns,Large,Coastal,"['White', 'Grey', 'Black']"
Eleonora's Falcon,Falco eleonorae,Eleonoravalk,https://cdn.sabirds.app/eleonoras-falcon/1_medium.webp,Falcons,Large,Coastal,"['Grey', 'Brown', 'White']"
Emerald-spotted Wood Dove,Turtur chalcospilos,Groenvlekduifie,https://cdn.sabirds.app/emerald-spotted-wood-dove/1_medium.webp,Doves,Medium,Fynbos,"['Brown', 'Green', 'Purple']"
Eurasian Bittern,Botaurus stellaris,Grootrietreier (Roerdomp),https://cdn.sabirds.app/eurasian-bittern/1_medium.webp,Bitterns,Very Large,Wetland,"['Grey', 'White', 'Black']"
Eurasian Blackcap,Sylvia atricapilla,Swartkroonsanger,https://cdn.sabirds.app/eurasian-blackcap/1_medium.webp,Warblers,Small,Woodland,['Black']
Eurasian Chaffinch,Fringilla coelebs,Gryskoppie,https://cdn.sabirds.app/eurasian-chaffinch/1_medium.webp,Finches,Small,Forest,"['Yellow', 'Green', 'Brown']"
Eurasian Curlew,Numenius arquata,Grootwulp,https://cdn.sabirds.app/eurasian-curlew/1_medium.webp,Curlews,Large,Grassland,"['Brown', 'Buff']"
Eurasian Golden Oriole,Oriolus oriolus,Europese Wielewaal,https://cdn.sabirds.app/eurasian-golden-oriole/1_medium.webp,Orioles,Medium,Woodland,"['Yellow', 'Black']"
Eurasian Hobby,Falco subbuteo,Europese Boomvalk,https://cdn.sabirds.app/eurasian-hobby/1_medium.webp,Falcons,Medium,Woodland,"['Grey', 'Brown', 'White']"
Eurasian Oystercatcher,Haematopus ostralegus,Bonttobie,https://cdn.sabirds.app/eurasian-oystercatcher/1_medium.webp,Oystercatchers,Large,Coastal,"['Black', 'White', 'Orange']"
Eurasian Scops Owl,Otus scops,Skopsuil,https://cdn.sabirds.app/eurasian-scops-owl/1_medium.webp,Owls,Medium,Woodland,"['Brown', 'Grey', 'White']"
Eurasian Whimbrel,Numenius phaeopus,Kleinwulp,https://cdn.sabirds.app/eurasian-whimbrel/1_medium.webp,Curlews,Large,Grassland,"['Brown', 'Grey', 'White']"
European Bee-eater,Merops apiaster,Europese Byvreter,https://cdn.sabirds.app/european-bee-eater/1_medium.webp,Bee-eaters,Medium,Woodland,"['Green', 'Yellow', 'Blue']"
European Honey Buzzard,Pernis apivorus,Wespedief,https://cdn.sabirds.app/european-honey-buzzard/1_medium.webp,Buzzards,Large,Forest,"['Brown', 'White']"
European Nightjar,Caprimulgus europaeus,Europese Naguil,https://cdn.sabirds.app/european-nightjar/1_medium.webp,Nightjars,Medium,Fynbos,"['Brown', 'Grey', 'Buff']"
European Pied Flycatcher,Ficedula hypoleuca,Europese Bontvlieëvanger,https://cdn.sabirds.app/european-pied-flycatcher/1_medium.webp,Flycatchers,Tiny,Forest,"['Black', 'White']"
European Roller,Coracias garrulus,Europese Troupant,https://cdn.sabirds.app/european-roller/1_medium.webp,Rollers,Medium,Woodland,"['Blue', 'Brown']"
European Storm Petrel,Hydrobates pelagicus,Europese Stormswael,https://cdn.sabirds.app/european-storm-petrel/1_medium.webp,Storm-Petrels,Small,Marine,"['Black', 'White']"
European Turtle Dove,Streptopelia turtur,Europese Tortelduif,https://cdn.sabirds.app/european-turtle-dove/1_medium.webp,Doves,Medium,Woodland,"['Grey', 'Brown', 'Pink']"
Fairy Flycatcher,Stenostira scita,Feevlieëvanger,,Fairy-Flycatchers,Tiny,Fynbos,"['Brown', 'Orange', 'White']"
Fairy Prion,Pachyptila turtur,Swartstertwalvisvoël,,Prions,Medium,Marine,"['Grey', 'Brown', 'White']"
Familiar Chat,Oenanthe familiaris,Gewone Spekvreter,https://cdn.sabirds.app/familiar-chat/1_medium.webp,Wheatears,Small,Fynbos,"['Brown', 'Orange']"
Fan-tailed Widowbird,Euplectes axillaris,Kortstertflap,https://cdn.sabirds.app/fan-tailed-widowbird/1_medium.webp,Widowbirds,Small,Grassland,"['Black', 'Orange']"
Fawn-coloured Lark,Calendulauda africanoides,Vaalbruinlewerik,https://cdn.sabirds.app/fawn-coloured-lark/1_medium.webp,Larks,Small,Grassland,"['Brown', 'Buff']"
Fiery-necked Nightjar,Caprimulgus pectoralis,Afrikaanse Naguil,https://cdn.sabirds.app/fiery-necked-nightjar/1_medium.webp,Nightjars,Medium,Woodland,"['Brown', 'Grey', 'Buff']"
Fiscal Flycatcher,Melaenornis silens,Fiskaalvlieëvanger,https://cdn.sabirds.app/fiscal-flycatcher/1_medium.webp,Flycatchers,Small,Woodland,"['Black', 'White']"
Flappet Lark,Mirafra rufocinnamomea,Laeveldklappertjie,https://cdn.sabirds.app/flappet-lark/1_medium.webp,Larks,Small,Woodland,"['Brown', 'Buff']"
Flesh-footed Shearwater,Ardenna carneipes,Bruinpylstormvoël,,Shearwaters,Large,Marine,"['Grey', 'Brown', 'White']"
Forest Buzzard,Buteo trizonatus,Bosjakkalsvoël,,Buzzards,Large,Forest,"['Brown', 'White']"
Forest Canary,Crithagra scotops,Gestreepte Kanarie,,Canaries,Tiny,Forest,"['Yellow', 'Green', 'Grey']"
Fork-tailed Drongo,Dicrurus adsimilis,Mikstertbyvanger,,Drongos,Small,Woodland,['Black']
